S9037 (9%)
  1.0 0.0
  0.9968406 0.0003906217
  0.9926865 0.000983106
  0.9880105 0.001705807
  0.9828483 0.002549534
  0.9773174 0.0034856
  0.9715353 0.004489075
  0.9655804 0.005542563
  0.9595088 0.006627527
  0.9533792 0.007727973
  0.9472289 0.008838686
  0.9410653 0.009955297
  0.9348881 0.01107075
  0.9286982 0.01218417
  0.9224978 0.01330014
  0.916289 0.01442097
  0.9100742 0.01554555
  0.9038563 0.01667253
  0.8976379 0.01780143
  0.8914194 0.01893227
  0.8851998 0.02006479
  0.878979 0.02119795
  0.8727593 0.02233031
  0.8665442 0.02346005
  0.8603385 0.02458512
  0.8541477 0.02570315
  0.8479738 0.0268113
  0.8418124 0.02790765
  0.8356523 0.02899207
  0.8294829 0.03006753
  0.8233003 0.03113669
  0.8171084 0.0322007
  0.8109142 0.03325851
  0.8047228 0.0343088
  0.7985359 0.03535076
  0.792353 0.03638394
  0.786173 0.03740789
  0.7799947 0.03842219
  0.7738171 0.03942651
  0.7676395 0.04042067
  0.7614623 0.04140443
  0.7552863 0.04237742
  0.7491124 0.04333918
  0.7429397 0.04428946
  0.7367654 0.04522833
  0.730585 0.04615641
  0.7243956 0.04707509
  0.718198 0.04798534
  0.7119968 0.04888755
  0.7057987 0.04978068
  0.6996076 0.05066287
  0.6934237 0.05153283
  0.6872432 0.05238994
  0.6810609 0.05323486
  0.6748739 0.05406847
  0.6686818 0.05489128
  0.6624869 0.05570336
  0.6562917 0.05650419
  0.6500975 0.0572933
  0.6439038 0.05807047
  0.6377087 0.05883579
  0.6315104 0.05958967
  0.6253088 0.06033241
  0.6191053 0.06106411
  0.6129027 0.06178443
  0.6067031 0.06249255
  0.6005072 0.06318774
  0.5943138 0.06386948
  0.5881209 0.06453758
  0.581927 0.06519216
  0.5757318 0.0658332
  0.5695367 0.06646053
  0.563344 0.06707371
  0.5571547 0.06767208
  0.5509678 0.06825519
  0.5447801 0.06882277
  0.538587 0.0693753
  0.5323858 0.06991396
  0.5261765 0.07043973
  0.5199626 0.0709533
  0.5137493 0.0714544
  0.5075409 0.07194175
  0.5013393 0.07241422
  0.495144 0.07287091
  0.4889523 0.07331136
  0.4827622 0.07373547
  0.4765723 0.07414307
  0.4703821 0.07453395
  0.4641919 0.07490793
  0.4580015 0.07526497
  0.4518106 0.07560504
  0.4456181 0.07592816
  0.4394227 0.07623451
  0.4332242 0.07652442
  0.4270232 0.07679817
  0.4208218 0.07705597
  0.4146224 0.0772975
  0.4084269 0.07752206
  0.4022359 0.07772898
  0.3960491 0.07791768
  0.3898653 0.07808777
  0.3836838 0.07823896
  0.3775038 0.07837097
  0.3713253 0.07848349
  0.365148 0.07857631
  0.3589722 0.07864924
  0.3527981 0.07870212
  0.346626 0.07873472
  0.3404562 0.0787468
  0.334289 0.07873809
  0.3281244 0.07870831
  0.3219626 0.07865712
  0.3158041 0.07858406
  0.3096508 0.0784887
  0.3035051 0.07837059
  0.2973695 0.07822883
  0.2912447 0.07806214
  0.2851287 0.07786918
  0.2790173 0.07764883
  0.2729067 0.07740108
  0.2667959 0.07712619
  0.2606862 0.07682455
  0.2545811 0.0764961
  0.2484831 0.0761403
  0.2423932 0.07575658
  0.2363111 0.07534423
  0.230237 0.07490257
  0.2241725 0.07443103
  0.2181211 0.07392915
  0.2120867 0.07339562
  0.2060707 0.07282858
  0.2000717 0.072226
  0.1940865 0.07158634
  0.1881119 0.07090866
  0.1821452 0.07019205
  0.1761845 0.06943604
  0.1702303 0.06864096
  0.1642862 0.06780758
  0.1583584 0.06693611
  0.1524543 0.06602548
  0.1465819 0.06507479
  0.1407479 0.06408221
  0.1349526 0.06304382
  0.1291878 0.0619543
  0.123442 0.06081032
  0.117712 0.0596121
  0.1120054 0.05836178
  0.1063352 0.05706006
  0.1007104 0.05570627
  0.09513662 0.0542986
  0.08962129 0.0528348
  0.08417507 0.05131362
  0.0788066 0.04973171
  0.07351413 0.0480823
  0.06828946 0.04635926
  0.0631342 0.0445627
  0.05806419 0.04269696
  0.05310068 0.04076628
  0.0482636 0.03877503
  0.04357887 0.03672909
  0.03908013 0.03463927
  0.03479813 0.03251256
  0.03074871 0.03035337
  0.02694883 0.0281774
  0.0234272 0.02601416
  0.02021453 0.02389876
  0.01733039 0.02186485
  0.0147818 0.01993458
  0.01255885 0.018122
  0.01063544 0.01642853
  0.008974521 0.01484444
  0.007537119 0.01335758
  0.006293593 0.01196322
  0.005221461 0.01066185
  0.004300062 0.009451613
  0.003509934 0.008322549
  0.002830608 0.007259677
  0.00224429 0.006248593
  0.00173692 0.005279511
  0.001299808 0.004352764
  0.0009273445 0.003474463
  0.0006139278 0.0026507
  0.0003608138 0.001882144
  0.0001743471 0.001158758
  5.666543e-05 0.0004656126
  1.047443e-05 -0.0002131615
  4.167013e-05 -0.0008922377
  0.0001581135 -0.001572124
  0.000373491 -0.002243309
  0.0007091912 -0.002887765
  0.001184844 -0.003485811
  0.001796545 -0.004041096
  0.002529224 -0.004565331
  0.003355366 -0.00507569
  0.004258122 -0.005584098
  0.005248752 -0.006090989
  0.006344026 -0.006597183
  0.007566888 -0.007105675
  0.00894446 -0.007619975
  0.0105063 -0.008143295
  0.01228583 -0.008680865
  0.01431983 -0.009238506
  0.01665171 -0.00981428
  0.01932828 -0.01040366
  0.02240592 -0.01100332
  0.02593618 -0.01160855
  0.02993333 -0.01221272
  0.03436134 -0.01279696
  0.03916078 -0.01334011
  0.0442892 -0.01383385
  0.04968616 -0.01427864
  0.05527254 -0.01467315
  0.06098548 -0.01501528
  0.06679537 -0.01530716
  0.07268425 -0.01555244
  0.07863552 -0.01575523
  0.08463567 -0.01591906
  0.09067539 -0.01604779
  0.09674849 -0.01614458
  0.1028492 -0.01621231
  0.1089721 -0.01625361
  0.1151136 -0.01627036
  0.1212732 -0.0162644
  0.1274522 -0.01623782
  0.1336494 -0.01619297
  0.1398596 -0.01613221
  0.1460759 -0.01605669
  0.1522952 -0.01596647
  0.1585199 -0.0158616
  0.1647557 -0.01574304
  0.1710057 -0.01561268
  0.1772682 -0.01547257
  0.1835378 -0.01532414
  0.18981 -0.0151677
  0.1960834 -0.0150034
  0.2023599 -0.01483141
  0.2086423 -0.01465243
  0.2149314 -0.01446733
  0.2212261 -0.01427703
  0.227524 -0.01408211
  0.2338231 -0.01388273
  0.240123 -0.01367902
  0.2464244 -0.01347109
  0.2527287 -0.0132593
  0.2590369 -0.01304413
  0.2653491 -0.01282608
  0.2716652 -0.01260563
  0.2779846 -0.0123832
  0.2843066 -0.01215919
  0.2906305 -0.01193399
  0.2969555 -0.01170789
  0.303281 -0.01148098
  0.3096068 -0.01125328
  0.3159327 -0.01102482
  0.322259 -0.01079574
  0.3285857 -0.01056634
  0.3349127 -0.01033696
  0.3412394 -0.01010795
  0.3475651 -0.009879613
  0.3538894 -0.00965213
  0.3602126 -0.009425635
  0.3665356 -0.009200241
  0.37286 -0.008975941
  0.3791867 -0.008752434
  0.3855155 -0.008529407
  0.3918447 -0.008306589
  0.3981716 -0.00808389
  0.4044933 -0.007861966
  0.4108091 -0.007641674
  0.4171202 -0.007423794
  0.4234298 -0.007208968
  0.4297419 -0.006996853
  0.4360589 -0.006786452
  0.4423804 -0.006576833
  0.4487038 -0.006367151
  0.4550244 -0.006157369
  0.4613387 -0.005948672
  0.4676463 -0.005742269
  0.4739492 -0.005539268
  0.4802523 -0.00534036
  0.4865603 -0.005144677
  0.4928754 -0.004950993
  0.4991966 -0.004758167
  0.5055201 -0.004565224
  0.5118404 -0.004372497
  0.5181542 -0.004181235
  0.5244612 -0.003992617
  0.5307642 -0.003807719
  0.5370681 -0.003626943
  0.5433773 -0.003449469
  0.5496932 -0.003274401
  0.5560149 -0.003100919
  0.5623384 -0.002928443
  0.5686592 -0.002757422
  0.5749749 -0.002588607
  0.5812854 -0.00242268
  0.587593 -0.002260231
  0.5939012 -0.002101228
  0.6002125 -0.001945162
  0.6065277 -0.001791556
  0.6128457 -0.001639977
  0.6191639 -0.001490289
  0.6254801 -0.001342843
  0.6317934 -0.001198008
  0.6381044 -0.001056121
  0.6444147 -0.0009173985
  0.6507261 -0.000781706
  0.6570391 -0.0006488571
  0.6633529 -0.000518692
  0.6696657 -0.0003911409
  0.6759753 -0.0002665499
  0.6822814 -0.0001453925
  0.688585 -2.810892e-05
  0.694889 8.497027e-05
  0.7011966 0.0001942205
  0.7075092 0.0003003416
  0.7138261 0.0004040019
  0.7201446 0.0005057512
  0.726461 0.0006053525
  0.7327734 0.000702193
  0.7390819 0.0007956914
  0.7453885 0.0008853893
  0.7516958 0.0009714401
  0.7580055 0.001054219
  0.7643181 0.001134084
  0.7706328 0.001211297
  0.7769482 0.001285838
  0.7832627 0.001357629
  0.7895748 0.001426587
  0.7958828 0.001492409
  0.8021865 0.001554504
  0.808487 0.00161228
  0.814787 0.001665271
  0.8210892 0.001713729
  0.8273942 0.001758156
  0.8337002 0.001799019
  0.8400037 0.001836172
  0.8463023 0.001868842
  0.852595 0.00189624
  0.8588827 0.001917696
  0.8651669 0.001932747
  0.87145 0.001940951
  0.8777348 0.001942178
  0.8840233 0.001937047
  0.8903159 0.001926281
  0.8966116 0.00191041
  0.9029081 0.001889626
  0.9092017 0.001864057
  0.9154889 0.001833147
  0.92177 0.001795803
  0.9280485 0.001751357
  0.9343251 0.001700505
  0.9405923 0.001643939
  0.9468364 0.001580103
  0.9530417 0.001506378
  0.9591929 0.001418599
  0.9652772 0.001312272
  0.9712655 0.001185977
  0.9770906 0.001039086
  0.982668 0.0008683266
  0.9878916 0.0006763554
  0.9926285 0.0004650734
  0.99682 0.0002307673
  1.0 0.0
