NACA 747A415
  1.0 0.0
  0.9967226 0.0003294705
  0.9927905 0.0007414643
  0.9886823 0.001191417
  0.9843841 0.001683569
  0.9798814 0.002222641
  0.9751597 0.002813833
  0.9702051 0.003462753
  0.9650059 0.00417527
  0.9595538 0.004957235
  0.953847 0.005814017
  0.9478924 0.006749816
  0.9417084 0.007765646
  0.935322 0.0088584
  0.9287656 0.01002253
  0.9220738 0.01125071
  0.9152795 0.01253463
  0.9084099 0.01386594
  0.9014833 0.01523722
  0.8945074 0.01664297
  0.8874828 0.01808106
  0.8804092 0.01955022
  0.8732871 0.02104901
  0.8661173 0.02257582
  0.8589012 0.02412882
  0.8516406 0.02570597
  0.8443383 0.02730495
  0.8369973 0.02892306
  0.8296218 0.03055723
  0.8222166 0.03220413
  0.8147876 0.03386016
  0.8073414 0.03552147
  0.7998853 0.037184
  0.7924273 0.03884393
  0.7849743 0.04049878
  0.7775305 0.04214682
  0.7700972 0.04378692
  0.7626733 0.04541858
  0.7552548 0.04704186
  0.7478354 0.04865744
  0.7404074 0.05026741
  0.7329659 0.05187448
  0.7255098 0.05348059
  0.7180416 0.05508691
  0.7105676 0.05669379
  0.7030981 0.05830076
  0.6956464 0.05990588
  0.6882251 0.06150392
  0.6808419 0.06308971
  0.6734997 0.06465919
  0.6661973 0.06620936
  0.6589296 0.06773815
  0.6516876 0.06924435
  0.64446 0.07072847
  0.6372372 0.0721926
  0.630013 0.07363829
  0.6227843 0.07506638
  0.6155512 0.07647705
  0.6083171 0.07786987
  0.6010885 0.07924381
  0.5938739 0.08059653
  0.5866804 0.08192499
  0.5795127 0.08322664
  0.5723733 0.08449944
  0.5652625 0.08574179
  0.5581787 0.0869525
  0.5511183 0.08813075
  0.5440766 0.08927654
  0.5370492 0.09039048
  0.5300322 0.09147301
  0.5230219 0.09252449
  0.5160153 0.09354513
  0.5090096 0.09453504
  0.5020024 0.09549424
  0.494992 0.09642237
  0.4879795 0.09731842
  0.4809694 0.09818094
  0.4739699 0.09900814
  0.4669925 0.09979803
  0.4600519 0.1005486
  0.4531651 0.1012578
  0.4463505 0.1019229
  0.4396219 0.1025389
  0.4329845 0.1031015
  0.4264358 0.1036076
  0.4199674 0.1040547
  0.4135657 0.1044409
  0.4072129 0.104764
  0.4008869 0.1050216
  0.3945624 0.1052128
  0.3882151 0.1053409
  0.3818253 0.1054094
  0.3753778 0.1054208
  0.368862 0.1053778
  0.3622727 0.1052825
  0.3556107 0.1051377
  0.3488844 0.1049464
  0.3421095 0.1047115
  0.3353039 0.1044331
  0.3284836 0.1041114
  0.3216617 0.1037467
  0.314848 0.1033393
  0.3080491 0.1028897
  0.3012682 0.1023982
  0.2945054 0.1018649
  0.2877585 0.1012898
  0.281025 0.1006723
  0.2743029 0.1000122
  0.2675905 0.09930906
  0.2608862 0.09856235
  0.254189 0.09777166
  0.2474979 0.09693654
  0.2408124 0.09605659
  0.2341325 0.09513174
  0.2274589 0.09416212
  0.2207931 0.093148
  0.2141374 0.09208978
  0.207495 0.09098811
  0.2008698 0.08984379
  0.1942665 0.08865791
  0.1876903 0.08743117
  0.1811468 0.08616337
  0.1746413 0.08485428
  0.1681788 0.08350381
  0.1617636 0.08211194
  0.1553998 0.08067875
  0.1490912 0.07920441
  0.1428411 0.07768917
  0.1366528 0.07613307
  0.1305309 0.07453611
  0.1244804 0.07289865
  0.1185071 0.07122155
  0.112617 0.06950605
  0.1068164 0.06775383
  0.1011113 0.06596692
  0.09550766 0.06414769
  0.09001159 0.06229897
  0.08463608 0.06042673
  0.07940766 0.05854272
  0.07436115 0.05666323
  0.06953195 0.05480662
  0.06494915 0.05298878
  0.0606264 0.05121555
  0.05655834 0.04948613
  0.05272872 0.0477966
  0.04911681 0.0461416
  0.04570102 0.04451533
  0.04246092 0.04291235
  0.03938206 0.04133119
  0.03646039 0.03977602
  0.03369753 0.03825406
  0.03109607 0.03677335
  0.02865674 0.0353411
  0.02637716 0.0339627
