NACA 64(3)-218
  1.0 0.0
  0.996275 0.0004657121
  0.9918086 0.001038895
  0.9871466 0.001654413
  0.9822753 0.002316398
  0.9771811 0.003029294
  0.9718513 0.003797773
  0.9662752 0.004626581
  0.9604453 0.005520278
  0.9543599 0.006482856
  0.948025 0.007517193
  0.9414562 0.008623614
  0.9346767 0.009799216
  0.927714 0.01103927
  0.9205981 0.01233776
  0.9133573 0.01368797
  0.9060156 0.01508325
  0.8985897 0.01651778
  0.8910876 0.01798771
  0.8835139 0.01949118
  0.8758731 0.02102637
  0.8681701 0.02259129
  0.8604098 0.02418385
  0.8525968 0.02580181
  0.8447362 0.02744289
  0.8368327 0.02910484
  0.8288915 0.0307854
  0.8209178 0.03248218
  0.8129174 0.03419271
  0.8048956 0.03591441
  0.7968584 0.03764465
  0.7888114 0.0393806
  0.7807599 0.04111931
  0.7727089 0.04285788
  0.7646628 0.04459353
  0.7566257 0.04632358
  0.748601 0.04804548
  0.7405917 0.04975697
  0.7326003 0.05145623
  0.7246284 0.05314167
  0.7166768 0.05481189
  0.7087458 0.05646566
  0.7008349 0.05810193
  0.6929428 0.05971982
  0.6850684 0.06131873
  0.6772108 0.06289803
  0.6693693 0.06445704
  0.6615437 0.06599503
  0.653734 0.06751123
  0.6459407 0.0690048
  0.6381643 0.07047485
  0.630405 0.07192054
  0.6226628 0.07334106
  0.6149374 0.0747357
  0.6072283 0.07610382
  0.5995344 0.07744482
  0.5918547 0.07875814
  0.5841886 0.08004317
  0.5765364 0.08129913
  0.5688993 0.08252515
  0.5612795 0.08372021
  0.55368 0.08488324
  0.5461044 0.08601309
  0.5385567 0.08710825
  0.5310389 0.08816725
  0.5235509 0.08918895
  0.5160904 0.09017251
  0.5086534 0.09111735
  0.5012339 0.09202306
  0.4938241 0.09288946
  0.4864174 0.09371704
  0.4790117 0.09450606
  0.4716101 0.09525623
  0.4642207 0.09596685
  0.4568562 0.09663696
  0.4495339 0.09726551
  0.442274 0.09785048
  0.4350926 0.09838679
  0.4279961 0.09886977
  0.4209824 0.09929583
  0.4140417 0.09966202
  0.4071582 0.09996567
  0.4003105 0.1002039
  0.393472 0.1003745
  0.3866153 0.1004801
  0.3797186 0.1005245
  0.372766 0.1005112
  0.3657475 0.1004432
  0.3586604 0.1003235
  0.3515098 0.1001558
  0.3443097 0.09994372
  0.3370802 0.09968863
  0.3298394 0.09938995
  0.3226017 0.09904735
  0.3153771 0.09866059
  0.3081716 0.09822941
  0.3009869 0.09775343
  0.2938205 0.09723203
  0.2866679 0.09666487
  0.279525 0.09605182
  0.2723887 0.09539272
  0.2652574 0.09468746
  0.2581303 0.09393601
  0.2510076 0.09313839
  0.2438909 0.09229479
  0.2367825 0.09140538
  0.2296859 0.09047046
  0.2226053 0.08949051
  0.215546 0.08846626
  0.2085139 0.08739869
  0.2015157 0.08628908
  0.1945588 0.0851389
  0.1876506 0.08394914
  0.1807983 0.08272017
  0.1740079 0.08145241
  0.1672843 0.08014629
  0.1606316 0.07880228
  0.1540528 0.07742084
  0.1475502 0.07600242
  0.141126 0.07454733
  0.134786 0.07305617
  0.1285411 0.07153102
  0.1224067 0.06997561
  0.1164006 0.06839508
  0.1105417 0.06679572
  0.104848 0.06518459
  0.09933571 0.06356901
  0.09401771 0.06195606
  0.0889047 0.06035126
  0.08400543 0.05875967
  0.07932545 0.0571863
  0.07486662 0.05563567
  0.07062716 0.05411151
  0.06660256 0.05261592
  0.06278604 0.05114976
  0.05916874 0.0497134
  0.05574043 0.04830682
  0.05249014 0.04692966
  0.04940668 0.04558133
  0.04647903 0.044261
  0.04369764 0.04296733
  0.04105523 0.04169923
  0.03854564 0.04045633
  0.03616311 0.03923862
  0.03390197 0.03804621
  0.03175647 0.0368792
  0.02972073 0.03573758
  0.02778883 0.03462122
  0.02595484 0.03352984
  0.02421289 0.03246299
  0.02255733 0.03142011
  0.02098386 0.03039944
  0.01948933 0.02939806
  0.01807025 0.02841331
  0.01672294 0.02744285
  0.01544368 0.02648465
  0.01422885 0.0255369
  0.01307496 0.02459807
  0.01197869 0.02366678
  0.01093692 0.02274186
  0.009946924 0.02182242
  0.009006696 0.02090817
  0.008114456 0.01999899
  0.007268492 0.01909473
  0.006467166 0.01819529
  0.005709125 0.01730032
  0.004996019 0.0164065
  0.004331239 0.01550886
  0.00371761 0.0146031
  0.00315645 0.01368735
  0.002646211 0.01276439
  0.00218489 0.01183716
  0.001770558 0.01090794
  0.001401415 0.009978553
  0.001075823 0.009050368
