NACA 16-015
  1.0 0.0015
  0.9967975 0.002610126
  0.9929375 0.003934588
  0.9888842 0.005309449
  0.9846219 0.006737625
  0.9801351 0.008221691
  0.9754089 0.009763539
  0.9704308 0.0113639
  0.9651929 0.01302172
  0.9596945 0.01473331
  0.9539459 0.01649155
  0.9479715 0.01828515
  0.9418114 0.02009877
  0.9355146 0.02191538
  0.9291318 0.02371871
  0.9227089 0.02549493
  0.9162827 0.02723377
  0.9098783 0.02892887
  0.9035085 0.03057762
  0.8971743 0.03218062
  0.8908682 0.03374066
  0.8845812 0.03526078
  0.8783052 0.03674355
  0.8720333 0.03819114
  0.8657592 0.03960537
  0.8594776 0.04098775
  0.8531839 0.04233952
  0.846874 0.04366166
  0.8405447 0.04495494
  0.8341934 0.04621991
  0.8278182 0.04745696
  0.8214179 0.04866626
  0.8149923 0.04984786
  0.8085417 0.05100162
  0.8020675 0.05212729
  0.7955718 0.0532245
  0.7890574 0.05429284
  0.7825269 0.055332
  0.7759829 0.05634174
  0.7694275 0.05732191
  0.7628628 0.05827241
  0.7562906 0.05919324
  0.7497125 0.06008443
  0.7431298 0.06094609
  0.7365435 0.06177837
  0.7299547 0.06258149
  0.7233637 0.06335569
  0.7167709 0.06410123
  0.7101765 0.06481844
  0.7035801 0.06550764
  0.6969815 0.06616918
  0.6903799 0.06680346
  0.6837747 0.06741093
  0.6771652 0.067992
  0.670551 0.06854708
  0.6639315 0.06907656
  0.6573062 0.06958083
  0.6506749 0.07006023
  0.6440373 0.07051514
  0.6373931 0.07094589
  0.6307421 0.07135283
  0.6240843 0.0717363
  0.6174195 0.07209661
  0.610748 0.0724341
  0.6040697 0.07274909
  0.5973848 0.0730419
  0.5906936 0.07331285
  0.5839962 0.07356226
  0.5772929 0.07379047
  0.5705839 0.07399779
  0.5638695 0.07418457
  0.5571499 0.07435113
  0.5504254 0.07449783
  0.5436963 0.07462499
  0.536963 0.07473298
  0.5302257 0.07482214
  0.5234849 0.07489283
  0.5167409 0.0749454
  0.5099941 0.07498023
  0.5032449 0.07499768
  0.4964936 0.07499813
  0.4897408 0.07498175
  0.4829869 0.07494857
  0.476232 0.07489862
  0.4694766 0.07483192
  0.462721 0.07474849
  0.4559653 0.07464836
  0.4492097 0.07453156
  0.4424545 0.07439812
  0.4356998 0.07424808
  0.4289456 0.07408145
  0.4221919 0.07389827
  0.4154389 0.07369857
  0.4086865 0.07348237
  0.4019346 0.0732497
  0.3951832 0.07300059
  0.3884322 0.07273501
  0.3816814 0.07245293
  0.3749309 0.07215433
  0.3681807 0.07183918
  0.3614309 0.07150746
  0.3546816 0.07115913
  0.3479329 0.07079418
  0.3411851 0.0704126
  0.3344385 0.07001437
  0.3276933 0.06959949
  0.3209499 0.06916796
  0.3142087 0.06871978
  0.3074701 0.06825496
  0.3007347 0.06777353
  0.2940029 0.06727546
  0.2872753 0.06676046
  0.2805526 0.06622812
  0.2738352 0.06567806
  0.2671236 0.06510989
  0.2604182 0.06452322
  0.2537193 0.06391766
  0.2470275 0.06329282
  0.2403428 0.06264833
  0.2336657 0.06198379
  0.2269962 0.06129882
  0.2203346 0.06059304
  0.2136809 0.05986605
  0.2070352 0.05911747
  0.2003977 0.05834691
  0.1937683 0.05755392
  0.1871472 0.05673796
  0.1805353 0.05589845
  0.1739337 0.05503491
  0.167344 0.05414691
  0.1607681 0.05323414
  0.1542084 0.05229634
  0.1476677 0.05133337
  0.1411492 0.05034426
  0.134657 0.0493269
  0.1281956 0.04827932
  0.1217702 0.04719977
  0.1153865 0.0460868
  0.1090504 0.04493927
  0.1027682 0.04375632
  0.09654647 0.04253743
  0.09039466 0.04128255
  0.084328 0.0399929
  0.0783658 0.03867127
  0.07252975 0.03732171
  0.06684263 0.03594483
  0.06133579 0.03454004
  0.05604827 0.03311253
  0.05101691 0.03167184
  0.04627028 0.03023021
  0.0418355 0.02880468
  0.03772676 0.0274107
  0.03394141 0.0260587
  0.03046509 0.02475471
  0.02727663 0.02350136
  0.02435175 0.02229881
  0.02166477 0.02113308
  0.01920763 0.01998059
  0.0169877 0.01883974
  0.01500205 0.01771952
  0.01323215 0.01662889
  0.01165142 0.01557344
  0.01024128 0.01456045
  0.008985039 0.01359355
  0.00786342 0.01267061
  0.006858038 0.01178683
  0.005953713 0.01093726
  0.005138522 0.01011767
  0.004402932 0.009324381
  0.003739238 0.008554118
  0.003141218 0.007804026
  0.002603859 0.007071604
  0.002123136 0.006354654
  0.001695834 0.005651224
  0.00131942 0.00495956
  0.0009919443 0.004278061
  0.0007119728 0.003605249
  0.0004785394 0.002939733
  0.0002911172 0.002280183
  0.0001496063 0.001625302
  5.433911e-05 0.0009737997
  6.102168e-06 0.0003243652
  6.102168e-06 -0.0003243652
  5.433911e-05 -0.0009737997
  0.0001496063 -0.001625302
  0.0002911172 -0.002280183
  0.0004785394 -0.002939733
  0.0007119728 -0.003605249
  0.0009919443 -0.004278061
  0.00131942 -0.00495956
  0.001695834 -0.005651224
  0.002123136 -0.006354654
  0.002603859 -0.007071604
  0.003141218 -0.007804026
  0.003739238 -0.008554118
  0.004402932 -0.009324381
  0.005138522 -0.01011767
  0.005953713 -0.01093726
  0.006858038 -0.01178683
  0.00786342 -0.01267061
  0.008985039 -0.01359355
  0.01024128 -0.01456045
  0.01165142 -0.01557344
  0.01323215 -0.01662889
  0.01500205 -0.01771952
  0.0169877 -0.01883974
  0.01920763 -0.01998059
  0.02166477 -0.02113308
  0.02435175 -0.02229881
  0.02727663 -0.02350136
  0.03046509 -0.02475471
  0.03394141 -0.0260587
  0.03772676 -0.0274107
  0.0418355 -0.02880468
  0.04627028 -0.03023021
  0.05101691 -0.03167184
  0.05604827 -0.03311253
  0.06133579 -0.03454004
  0.06684263 -0.03594483
  0.07252975 -0.03732171
  0.0783658 -0.03867127
  0.084328 -0.0399929
  0.09039466 -0.04128255
  0.09654647 -0.04253743
  0.1027682 -0.04375632
  0.1090504 -0.04493927
  0.1153865 -0.0460868
  0.1217702 -0.04719977
  0.1281956 -0.04827932
  0.134657 -0.0493269
  0.1411492 -0.05034426
  0.1476677 -0.05133337
  0.1542084 -0.05229634
  0.1607681 -0.05323414
  0.167344 -0.05414691
  0.1739337 -0.05503491
  0.1805353 -0.05589845
  0.1871472 -0.05673796
  0.1937683 -0.05755392
  0.2003977 -0.05834691
  0.2070352 -0.05911747
  0.2136809 -0.05986605
  0.2203346 -0.06059304
  0.2269962 -0.06129882
  0.2336657 -0.06198379
  0.2403428 -0.06264833
  0.2470275 -0.06329282
  0.2537193 -0.06391766
  0.2604182 -0.06452322
  0.2671236 -0.06510989
  0.2738352 -0.06567806
  0.2805526 -0.06622812
  0.2872753 -0.06676046
  0.2940029 -0.06727546
  0.3007347 -0.06777353
  0.3074701 -0.06825496
  0.3142087 -0.06871978
  0.3209499 -0.06916796
  0.3276933 -0.06959949
  0.3344385 -0.07001437
  0.3411851 -0.0704126
  0.3479329 -0.07079418
  0.3546816 -0.07115913
  0.3614309 -0.07150746
  0.3681807 -0.07183918
  0.3749309 -0.07215433
  0.3816814 -0.07245293
  0.3884322 -0.07273501
  0.3951832 -0.07300059
  0.4019346 -0.0732497
  0.4086865 -0.07348237
  0.4154389 -0.07369857
  0.4221919 -0.07389827
  0.4289456 -0.07408145
  0.4356998 -0.07424808
  0.4424545 -0.07439812
  0.4492097 -0.07453156
  0.4559653 -0.07464836
  0.462721 -0.07474849
  0.4694766 -0.07483192
  0.476232 -0.07489862
  0.4829869 -0.07494857
  0.4897408 -0.07498175
  0.4964936 -0.07499813
  0.5032449 -0.07499768
  0.5099941 -0.07498023
  0.5167409 -0.0749454
  0.5234849 -0.07489283
  0.5302257 -0.07482214
  0.536963 -0.07473298
  0.5436963 -0.07462499
  0.5504254 -0.07449783
  0.5571499 -0.07435113
  0.5638695 -0.07418457
  0.5705839 -0.07399779
  0.5772929 -0.07379047
  0.5839962 -0.07356226
  0.5906936 -0.07331285
  0.5973848 -0.0730419
  0.6040697 -0.07274909
  0.610748 -0.0724341
  0.6174195 -0.07209661
  0.6240843 -0.0717363
  0.6307421 -0.07135283
  0.6373931 -0.07094589
  0.6440373 -0.07051514
  0.6506749 -0.07006023
  0.6573062 -0.06958083
  0.6639315 -0.06907656
  0.670551 -0.06854708
  0.6771652 -0.067992
  0.6837747 -0.06741093
  0.6903799 -0.06680346
  0.6969815 -0.06616918
  0.7035801 -0.06550764
  0.7101765 -0.06481844
  0.7167709 -0.06410123
  0.7233637 -0.06335569
  0.7299547 -0.06258149
  0.7365435 -0.06177837
  0.7431298 -0.06094609
  0.7497125 -0.06008443
  0.7562906 -0.05919324
  0.7628628 -0.05827241
  0.7694275 -0.05732191
  0.7759829 -0.05634174
  0.7825269 -0.055332
  0.7890574 -0.05429284
  0.7955718 -0.0532245
  0.8020675 -0.05212729
  0.8085417 -0.05100162
  0.8149923 -0.04984786
  0.8214179 -0.04866626
  0.8278182 -0.04745696
  0.8341934 -0.04621991
  0.8405447 -0.04495494
  0.846874 -0.04366166
  0.8531839 -0.04233952
  0.8594776 -0.04098775
  0.8657592 -0.03960537
  0.8720333 -0.03819114
  0.8783052 -0.03674355
  0.8845812 -0.03526078
  0.8908682 -0.03374066
  0.8971743 -0.03218062
  0.9035085 -0.03057762
  0.9098783 -0.02892887
  0.9162827 -0.02723377
  0.9227089 -0.02549493
  0.9291318 -0.02371871
  0.9355146 -0.02191538
  0.9418114 -0.02009877
  0.9479715 -0.01828515
  0.9539459 -0.01649155
  0.9596945 -0.01473331
  0.9651929 -0.01302172
  0.9704308 -0.0113639
  0.9754089 -0.009763539
  0.9801351 -0.008221691
  0.9846219 -0.006737625
  0.9888842 -0.005309449
  0.9929375 -0.003934588
  0.9967975 -0.002610126
  1.0 -0.0015
