AH 88-K-130/20
  0.2256099 0.085247
  0.2195431 0.08421115
  0.2134925 0.08314891
  0.2074648 0.08205959
  0.2014591 0.08094117
  0.1954677 0.07979029
  0.1894767 0.07860289
  0.1834748 0.07737786
  0.1774624 0.07611696
  0.1714532 0.07482489
  0.1654733 0.07350858
  0.1595484 0.07216959
  0.153684 0.07080302
  0.1478647 0.06939925
  0.1420559 0.06794448
  0.136219 0.06643129
  0.1303414 0.06486257
  0.1244457 0.06325104
  0.118589 0.06161698
  0.1128243 0.05996692
  0.1071559 0.05829097
  0.1015433 0.05656629
  0.09591618 0.05476721
  0.09023775 0.05288944
  0.08454614 0.050955
  0.07895269 0.04900777
  0.07354173 0.04706057
  0.06828099 0.04508159
  0.06304701 0.04300617
  0.05770961 0.04079024
  0.05231628 0.03847828
  0.04714076 0.03620787
  0.0423783 0.03402345
  0.03792524 0.03183086
  0.03354028 0.02949001
  0.02908774 0.02699635
  0.02482684 0.02459039
  0.02113961 0.02246511
  0.01801147 0.02051327
  0.01526854 0.01859515
  0.01278851 0.01667405
  0.01057401 0.01483207
  0.008663394 0.01316711
  0.0070601 0.01170376
  0.005722293 0.01040615
  0.004595645 0.009234697
  0.00363599 0.008158288
  0.002817703 0.007151884
  0.002126108 0.006201543
  0.00154747 0.005300743
  0.001067606 0.004445416
  0.000675786 0.003633686
  0.0003711477 0.00286574
  0.0001511349 0.002136005
  1.324788e-05 0.001436307
  -4.239183e-05 0.000757911
  -1.154295e-05 9.162859e-05
  0.0001139458 -0.0005720024
  0.0003366571 -0.001236706
  0.000660568 -0.001899852
  0.001093921 -0.002551362
  0.001646045 -0.003175699
  0.002325229 -0.003772523
  0.003137441 -0.004349041
  0.004082462 -0.004918685
  0.005150873 -0.00550187
  0.006351323 -0.006103814
  0.007707078 -0.006718378
  0.009248413 -0.007336805
  0.01102249 -0.007950382
  0.01309998 -0.008560788
  0.01558233 -0.009181669
  0.01859371 -0.009841981
  0.02224565 -0.01057137
  0.02653235 -0.01138044
  0.03121219 -0.01225083
  0.0359932 -0.01307422
  0.04082481 -0.01376452
  0.0458835 -0.01434699
  0.05129861 -0.01491236
  0.05697628 -0.01553329
  0.06269319 -0.01616516
  0.06838396 -0.01674439
  0.0741594 -0.01725226
  0.08013424 -0.01772084
  0.08630918 -0.01818182
  0.09254783 -0.01864269
  0.0987282 -0.01908255
  0.1048373 -0.01948687
  0.1109461 -0.01985538
  0.1171222 -0.0202027
  0.1233817 -0.0205423
  0.1296831 -0.0208827
  0.1359631 -0.02121689
  0.1421929 -0.02153486
  0.1483831 -0.02182911
  0.1545726 -0.02209854
  0.1607959 -0.02234972
  0.1670673 -0.02258898
  0.1733792 -0.02282184
  0.1797065 -0.0230498
  0.1860279 -0.0232708
  0.1923337 -0.02348308
  0.1986258 -0.02368537
  0.2049141 -0.02387758
  0.2112067 -0.02406057
  0.2175068 -0.02423505
  0.2238124 -0.02440159
  0.2301172 -0.02456019
  0.2364162 -0.02471003
  0.2427083 -0.02485029
  0.2489968 -0.02498026
  0.2552889 -0.02509958
  0.2615926 -0.02520969
  0.267912 -0.02531272
  0.2742469 -0.02541073
  0.2805922 -0.02550574
  0.286939 -0.02559852
  0.2932792 -0.02568768
  0.299608 -0.02577164
  0.3059243 -0.02584893
  0.31223 -0.02591814
  0.3185296 -0.02597877
  0.3248274 -0.026031
  0.3311271 -0.02607502
  0.3374318 -0.02611097
  0.3437438 -0.02613906
  0.3500646 -0.02615995
  0.3563943 -0.02617462
  0.362731 -0.02618407
  0.3690716 -0.02618927
  0.375411 -0.02619108
  0.381744 -0.02618898
  0.3880678 -0.02618178
  0.3943822 -0.02616829
  0.4006892 -0.02614734
  0.4069938 -0.02611787
  0.4133014 -0.02608
  0.4196155 -0.02603453
  0.4259371 -0.0259823
  0.4322642 -0.02592416
  0.4385924 -0.02586093
  0.4449157 -0.02579237
  0.4512303 -0.02571745
  0.4575351 -0.02563508
  0.463832 -0.02554417
  0.4701253 -0.02544358
  0.4764213 -0.02533293
  0.4827238 -0.02521272
  0.4890333 -0.02508356
  0.4953467 -0.02494614
  0.5016569 -0.02480126
  0.5079545 -0.02464882
  0.5142326 -0.02448686
  0.5204899 -0.02431316
  0.5267305 -0.02412538
  0.5329636 -0.02392099
  0.5392032 -0.02369829
  0.5454626 -0.0234593
  0.5517489 -0.02320708
  0.5580628 -0.02294497
  0.5643975 -0.02267673
  0.5707392 -0.0224059
  0.5770725 -0.02213233
  0.5833881 -0.02185421
  0.5896842 -0.0215695
  0.5959656 -0.02127584
  0.6022441 -0.02097088
  0.6085333 -0.02065484
  0.6148415 -0.02032959
  0.62117 -0.01999741
  0.6275122 -0.01966099
  0.6338543 -0.01932316
  0.6401797 -0.01898344
  0.6464786 -0.018639
  0.6527499 -0.01828665
  0.6590006 -0.01792276
  0.6652453 -0.01754368
  0.6715015 -0.01714938
  0.6777802 -0.0167423
  0.6840843 -0.01632547
  0.6904076 -0.01590256
  0.6967352 -0.01547705
  0.7030478 -0.01504723
  0.7093298 -0.01460917
  0.7155703 -0.0141588
  0.721763 -0.013692
  0.7279059 -0.01320465
  0.7340018 -0.0126925
  0.7400593 -0.01215096
  0.7460921 -0.01157486
  0.7521189 -0.01095833
  0.7581623 -0.01029835
  0.764239 -0.009597693
  0.7703544 -0.008860741
  0.7765015 -0.008093602
  0.7826604 -0.007304842
  0.7888083 -0.00650731
  0.7949348 -0.005713942
  0.8010436 -0.004935631
  0.8071523 -0.004181198
  0.8132853 -0.003452234
  0.8194533 -0.002744742
  0.8256464 -0.00205671
  0.831832 -0.001388379
  0.8379656 -0.0007460555
  0.8440256 -0.0001404744
  0.8500253 0.0004212586
  0.8560082 0.0009351188
  0.8620324 0.001410155
  0.8681168 0.00186821
  0.8742149 0.002328138
  0.8802165 0.002799356
  0.8860239 0.00324842
  0.8916419 0.00363247
  0.8971553 0.003920354
  0.9027013 0.004098946
  0.9084027 0.004201832
  0.9143052 0.004272559
  0.920338 0.004354888
  0.92636 0.00444088
  0.9323032 0.004496794
  0.938192 0.004495805
  0.9440798 0.00443365
  0.9499815 0.004313013
  0.9558722 0.004135427
  0.9617192 0.003900082
  0.9674985 0.003605907
  0.9731708 0.003250715
  0.9786652 0.002834855
  0.9839095 0.002356861
  0.9888352 0.001829763
  0.9932938 0.001292753
  0.9971316 0.0007158756
  1.0 0.0
