NACA 0012-34
  1.0 0.0012
  0.9970784 0.001747766
  0.9935436 0.002407543
  0.9898133 0.003100292
  0.9858672 0.003829211
  0.981683 0.004597698
  0.9772375 0.005409214
  0.9725078 0.006267014
  0.9674736 0.007173682
  0.9621217 0.008130397
  0.9564519 0.009135884
  0.950485 0.01018511
  0.9443079 0.01126162
  0.9382166 0.01231328
  0.9322068 0.01334098
  0.9262186 0.01435494
  0.920207 0.01536254
  0.9141378 0.016369
  0.907988 0.01737751
  0.9017644 0.01838625
  0.8955922 0.01937456
  0.8894852 0.02034056
  0.8834269 0.02128728
  0.8774032 0.02221726
  0.8714018 0.02313264
  0.8654121 0.02403522
  0.859425 0.02492649
  0.8534326 0.02580773
  0.8474279 0.02667998
  0.8414053 0.02754408
  0.83536 0.02840068
  0.8292884 0.02925026
  0.823188 0.03009312
  0.8170574 0.03092936
  0.8108966 0.03175894
  0.8047068 0.03258162
  0.7984908 0.03339697
  0.7922527 0.03420437
  0.785997 0.03500302
  0.7797277 0.03579221
  0.7734489 0.03657125
  0.7671656 0.03733935
  0.7608821 0.03809585
  0.7545962 0.0388409
  0.7483102 0.0395741
  0.7420281 0.04029485
  0.7357516 0.0410029
  0.7294817 0.04169803
  0.7232191 0.04238009
  0.716964 0.04304899
  0.7107163 0.04370465
  0.7044755 0.04434707
  0.6982407 0.04497626
  0.6920106 0.04559228
  0.685784 0.04619527
  0.6795598 0.04678533
  0.673337 0.04736255
  0.6671145 0.047927
  0.6608917 0.04847873
  0.6546678 0.04901777
  0.6484421 0.04954416
  0.6422143 0.05005789
  0.635984 0.05055897
  0.6297508 0.05104737
  0.6235146 0.05152307
  0.6172752 0.05198604
  0.6110329 0.05243622
  0.6047876 0.05287357
  0.5985397 0.05329803
  0.5922895 0.05370955
  0.5860374 0.0541081
  0.5797837 0.05449367
  0.5735287 0.05486623
  0.5672726 0.05522579
  0.5610158 0.05557234
  0.5547584 0.05590588
  0.5485006 0.0562264
  0.5422424 0.05653392
  0.535984 0.05682843
  0.5297255 0.05710996
  0.5234669 0.0573785
  0.5172081 0.05763408
  0.5109491 0.05787671
  0.5046898 0.05810639
  0.4984302 0.05832314
  0.4921699 0.05852697
  0.4859091 0.05871782
  0.4796474 0.05889565
  0.4733849 0.05906042
  0.4671216 0.05921207
  0.4608575 0.05935055
  0.4545927 0.05947581
  0.4483274 0.05958779
  0.4420616 0.05968645
  0.4357957 0.05977173
  0.4295298 0.05984357
  0.4232643 0.05990194
  0.4169995 0.05994679
  0.4107358 0.05997807
  0.4044736 0.05999573
