FX 84-W-218
  1.0 0.0
  0.9951773 0.0005835918
  0.9895425 0.001459994
  0.9837908 0.002457873
  0.9779215 0.003578699
  0.9719098 0.004819256
  0.9657456 0.006164886
  0.9594273 0.007614926
  0.9529476 0.009170615
  0.9462985 0.01083165
  0.9394752 0.0125968
  0.9324745 0.01446477
  0.925294 0.0164337
  0.9179325 0.01850215
  0.9103905 0.02066786
  0.9026697 0.0229286
  0.8947729 0.02528185
  0.8867035 0.02772443
  0.8784657 0.03025248
  0.8700652 0.03286117
  0.8615092 0.0355446
  0.8528072 0.03829552
  0.843972 0.04110554
  0.8350191 0.04396617
  0.8259669 0.04686794
  0.8168357 0.04980021
  0.807647 0.05275147
  0.7984227 0.05570989
  0.7891837 0.05866439
  0.7799466 0.06160557
  0.7707232 0.06452579
  0.7615214 0.06741936
  0.752348 0.07028141
  0.7432086 0.07310757
  0.7341075 0.0758939
  0.7250475 0.07863703
  0.71603 0.08133421
  0.7070553 0.08398326
  0.6981234 0.08658235
  0.6892345 0.08912973
  0.6803886 0.0916237
  0.6715848 0.09406273
  0.6628209 0.09644569
  0.6540938 0.09877187
  0.6454004 0.1010415
  0.6367396 0.1032547
  0.6281117 0.1054114
  0.6195182 0.1075106
  0.6109602 0.1095506
  0.6024367 0.1115298
  0.5939453 0.1134472
  0.5854826 0.1153029
  0.577046 0.1170972
  0.5686343 0.1188305
  0.5602476 0.1205027
  0.5518864 0.1221133
  0.5435512 0.1236617
  0.5352419 0.1251473
  0.5269578 0.1265696
  0.5186983 0.1279282
  0.510463 0.1292229
  0.5022519 0.1304533
  0.4940652 0.1316189
  0.4859033 0.1327191
  0.477766 0.1337534
  0.4696521 0.1347214
  0.4615599 0.1356226
  0.453488 0.1364575
  0.4454361 0.1372266
  0.4374052 0.1379304
  0.429398 0.1385692
  0.4214173 0.1391422
  0.413465 0.1396485
  0.4055416 0.1400871
  0.3976466 0.140457
  0.3897786 0.1407584
  0.3819371 0.1409916
  0.3741228 0.1411571
  0.3663369 0.1412554
  0.3585818 0.1412866
  0.3508596 0.1412508
  0.3431729 0.1411479
  0.3355241 0.1409782
  0.3279155 0.1407416
  0.3203495 0.1404377
  0.3128278 0.1400662
  0.305352 0.1396269
  0.2979236 0.1391199
  0.2905439 0.1385457
  0.2832149 0.1379047
  0.2759385 0.1371976
  0.2687172 0.1364252
  0.2615537 0.1355887
  0.2544517 0.1346895
  0.2474153 0.1337291
  0.2404488 0.132709
  0.2335568 0.1316304
  0.2267434 0.1304947
  0.2200123 0.1293033
  0.2133671 0.1280583
  0.206812 0.126762
  0.2003518 0.1254175
  0.1939918 0.124028
  0.1877379 0.1225964
  0.1815955 0.1211251
  0.1755695 0.1196164
  0.1696638 0.1180726
  0.1638816 0.1164962
  0.1582258 0.1148898
  0.1526987 0.1132561
  0.1473026 0.1115979
  0.1420388 0.109918
  0.1369088 0.1082193
  0.1319134 0.1065046
  0.1270533 0.1047769
  0.1223287 0.103039
  0.1177392 0.1012935
  0.1132845 0.09954254
  0.1089632 0.09778819
  0.1047737 0.09603236
  0.1007138 0.09427686
  0.09678099 0.09252367
  0.09297267 0.09077485
  0.08928622 0.0890324
  0.08571886 0.0872982
  0.08226772 0.08557396
  0.07892998 0.0838609
  0.07570285 0.08215991
  0.07258335 0.08047177
  0.06956835 0.07879716
  0.06665457 0.07713668
  0.06383881 0.07549072
  0.0611181 0.07385932
  0.05848947 0.07224247
  0.05594988 0.07064012
  0.05349628 0.06905222
  0.0511256 0.06747868
  0.04883493 0.06591935
  0.04662159 0.064374
  0.04448299 0.06284238
  0.04241656 0.06132428
  0.04041976 0.05981948
  0.03849011 0.05832775
  0.03662523 0.05684887
  0.03482314 0.05538244
  0.03308203 0.05392801
  0.03140008 0.05248518
  0.02977549 0.05105355
  0.02820649 0.04963276
  0.02669132 0.04822248
  0.0252283 0.04682238
  0.02381601 0.04543217
  0.02245312 0.04405157
  0.02113827 0.04268029
  0.01987011 0.04131804
  0.01864732 0.03996454
  0.01746859 0.03861952
  0.01633267 0.03728268
  0.01523872 0.03595371
  0.01418622 0.03463228
  0.01317461 0.03331812
  0.01220333 0.03201102
  0.0112718 0.03071082
  0.01037944 0.02941736
  0.009525643 0.02813055
  0.008709917 0.02685033
  0.007932121 0.02557665
  0.007192046 0.02430937
  0.006489371 0.02304819
  0.005823699 0.02179272
  0.005194589 0.02054251
  0.004601577 0.01929701
  0.004044203 0.01805564
  0.00352228 0.01681806
  0.003036007 0.01558445
  0.002585688 0.01435532
  0.002171656 0.01313144
  0.001794224 0.01191378
  0.00145364 0.01070352
  0.001150045 0.009501963
  0.0008834323 0.008310519
  0.0006534157 0.007130696
  0.0004592739 0.005963251
  0.0003001778 0.004808004
  0.0001753325 0.003664004
  8.408777e-05 0.002529663
  2.60273e-05 0.001402839
  1.050148e-06 0.0002808678
  9.402669e-06 -0.0008394153
  5.135092e-05 -0.001961149
  0.0001273809 -0.003086867
  0.0002383549 -0.004218502
  0.0003854397 -0.00535738
  0.0005700279 -0.006504174
  0.0007936415 -0.007658806
  0.001057807 -0.008820324
  0.001363756 -0.009986873
  0.001711838 -0.01115636
  0.002102086 -0.0123268
  0.002534458 -0.01349636
  0.003008881 -0.01466337
  0.003525306 -0.01582636
  0.004083768 -0.01698407
  0.004684444 -0.01813554
  0.005327569 -0.01928039
  0.006013364 -0.02041851
  0.006742052 -0.02154968
  0.007513836 -0.02267355
  0.008328878 -0.02378963
  0.009187268 -0.02489728
  0.010089 -0.02599571
  0.01103406 -0.02708449
  0.01202247 -0.02816358
  0.01305424 -0.02923298
  0.01412927 -0.03029272
  0.01524745 -0.03134284
  0.01640857 -0.03238343
  0.01761239 -0.03341458
  0.01885911 -0.03443637
  0.0201495 -0.03544888
  0.02148436 -0.03645216
  0.02286448 -0.03744628
  0.02429063 -0.03843135
  0.02576356 -0.03940748
  0.02728396 -0.04037479
  0.02885283 -0.04133349
  0.03047145 -0.04228386
  0.03214111 -0.04322625
  0.03386313 -0.04416105
  0.03563879 -0.04508874
  0.03746931 -0.04600987
  0.03935592 -0.04692504
  0.04130036 -0.04783447
  0.04330477 -0.04873814
  0.04537137 -0.04963605
  0.04750248 -0.05052826
  0.04970047 -0.05141488
  0.0519678 -0.0522961
  0.05430714 -0.05317206
  0.05672156 -0.05404274
  0.05921433 -0.0549081
  0.06178881 -0.05576817
  0.06444848 -0.05662302
  0.0671969 -0.05747284
  0.07003784 -0.05831776
  0.07297549 -0.05915762
  0.07601428 -0.0599922
  0.07915875 -0.06082137
  0.08241353 -0.06164505
  0.08578334 -0.06246324
  0.08927315 -0.06327566
  0.09288829 -0.0640816
  0.09663416 -0.06488031
  0.1005162 -0.06567109
  0.10454 -0.06645326
  0.1087112 -0.06722604
  0.1130355 -0.06798836
  0.1175185 -0.06873911
  0.1221657 -0.06947724
  0.126982 -0.07020173
  0.1319721 -0.07091119
  0.1371405 -0.07160384
  0.1424909 -0.07227795
  0.1480265 -0.07293187
  0.1537499 -0.07356383
  0.1596631 -0.0741718
  0.1657672 -0.07475379
  0.1720625 -0.07530801
  0.178549 -0.07583288
  0.1852254 -0.07632698
  0.1920884 -0.07678919
  0.1991332 -0.07721869
  0.2063532 -0.07761404
  0.2137416 -0.07797312
  0.2212918 -0.07829407
  0.2289986 -0.07857552
  0.2368565 -0.07881748
  0.2448576 -0.07902069
  0.2529904 -0.07918633
  0.2612412 -0.07931426
  0.2695968 -0.07940222
  0.2780478 -0.07944792
  0.2865888 -0.0794496
  0.2952165 -0.07940755
  0.3039258 -0.07932292
  0.3127095 -0.07919708
  0.3215586 -0.07903073
  0.3304647 -0.07882368
