OAF117 AIRFOIL
  0.4137738 0.06881969
  0.4064854 0.06934065
  0.3992105 0.06983927
  0.3919489 0.07031492
  0.3847012 0.0707669
  0.3774695 0.07119447
  0.3702568 0.07159685
  0.3630657 0.07197298
  0.3558958 0.07232184
  0.3487433 0.07264256
  0.3416012 0.07293442
  0.3344625 0.07319752
  0.3273271 0.07343248
  0.3202044 0.0736397
  0.3131129 0.07381941
  0.3060745 0.07396914
  0.2990974 0.07408335
  0.2921701 0.0741569
  0.2852634 0.07418465
  0.2783355 0.07416575
  0.271358 0.07410774
  0.2643315 0.07401931
  0.2572894 0.07391007
  0.2502913 0.07378349
  0.2433839 0.0736303
  0.236581 0.07344034
  0.2298684 0.07320377
  0.2232136 0.07291469
  0.216588 0.07257352
  0.2099757 0.07218115
  0.2033732 0.07173876
  0.1967863 0.07124762
  0.1902224 0.0707086
  0.1836874 0.07012257
  0.1771853 0.06949038
  0.1707199 0.06881246
  0.1642967 0.06808924
  0.1579233 0.06732157
  0.1516092 0.06651051
  0.1453647 0.06565623
  0.1391998 0.06475896
  0.1331239 0.06381931
  0.127146 0.06283775
  0.1212752 0.06181455
  0.1155203 0.06075056
  0.1098897 0.05964712
  0.1043919 0.05850571
  0.09903558 0.05732842
  0.09382878 0.05611804
  0.08877897 0.05487789
  0.08389379 0.05361186
  0.0791804 0.05232457
  0.07464457 0.05102104
  0.0702911 0.04970648
  0.06612423 0.04838651
  0.06214657 0.04706684
  0.05835855 0.04575276
  0.05475923 0.04444859
  0.05134613 0.04315827
  0.04811489 0.04188533
  0.0450594 0.04063259
  0.04217292 0.03940158
  0.03944803 0.03819334
  0.03687656 0.03700866
  0.03444984 0.03584802
  0.03215938 0.03471116
  0.02999745 0.03359692
  0.02795641 0.03250431
  0.02602872 0.03143244
  0.02420705 0.03038052
  0.02248472 0.02934744
  0.0208562 0.02833133
  0.01931602 0.02733039
  0.0178588 0.02634309
  0.01647936 0.02536805
  0.01517278 0.02440408
  0.01393521 0.02344981
  0.01276387 0.02250371
  0.01165612 0.02156458
  0.01060937 0.02063149
  0.009621088 0.01970374
  0.008688803 0.01878076
  0.007810698 0.01786213
  0.00698611 0.01694739
  0.006214126 0.01603586
  0.005493554 0.01512672
  0.004823066 0.01421907
  0.004201302 0.01331194
  0.003626923 0.01240437
  0.0030985 0.0114963
  0.002614756 0.01058868
  0.002174693 0.009682804
  0.001777454 0.008780189
  0.001422214 0.007882526
  0.0011081 0.006991592
  0.0008341681 0.006109214
  0.0005998425 0.005237316
  0.0004046151 0.004376985
  0.0002477699 0.003528114
  0.000128635 0.002689689
  4.678056e-05 0.001860001
  2.17655e-06 0.001036763
  -4.659138e-06 0.0002171372
  2.741035e-05 -0.0006022135
  9.948343e-05 -0.001424053
  0.00021301 -0.002250084
  0.0003701553 -0.003081171
  0.0005736816 -0.003917234
  0.0008267821 -0.00475705
  0.001132761 -0.005598018
  0.001492987 -0.006437499
  0.001906467 -0.007273995
  0.002371729 -0.008106176
  0.002886971 -0.008932838
  0.003450116 -0.009752946
  0.004058885 -0.01056568
  0.004711853 -0.01137069
  0.005409854 -0.01216829
  0.006154073 -0.01295888
  0.006945679 -0.01374274
  0.007785775 -0.01452014
  0.008675308 -0.0152912
  0.009615095 -0.01605599
  0.01060667 -0.01681446
  0.01165197 -0.01756663
  0.01275298 -0.0183126
  0.01391171 -0.01905257
  0.01513018 -0.01978687
  0.01641045 -0.02051599
  0.01775555 -0.02124034
  0.01916957 -0.02196021
  0.02065689 -0.02267603
  0.02222216 -0.02338841
  0.02387021 -0.02409816
  0.02560607 -0.02480634
  0.02743583 -0.02551358
  0.02936655 -0.02622023
  0.03140578 -0.02692688
  0.03356146 -0.02763441
  0.03584186 -0.02834416
  0.03825601 -0.02905721
  0.0408141 -0.02977364
  0.04352652 -0.03049355
  0.04640346 -0.03121726
  0.04945456 -0.03194538
  0.05268908 -0.03267708
  0.05611537 -0.03340995
  0.05973976 -0.03414124
  0.06356624 -0.03486802
  0.0675968 -0.03558615
  0.0718311 -0.03628972
  0.07626651 -0.03697242
  0.08089955 -0.03762802
  0.08572684 -0.03825076
  0.09074372 -0.03883528
  0.09594458 -0.03937656
  0.1013246 -0.03987077
  0.1068814 -0.04031679
  0.1126178 -0.04071511
  0.1185444 -0.04106778
  0.1246731 -0.04138153
  0.1309904 -0.04166658
  0.1374374 -0.04193425
  0.1439156 -0.042183
  0.1503591 -0.04239015
  0.1567726 -0.04253422
  0.1632279 -0.04259923
  0.1698201 -0.04259642
  0.1766028 -0.04254821
  0.1835614 -0.04248064
  0.1906037 -0.04240826
  0.1976396 -0.04232092
  0.2046329 -0.04220603
  0.211602 -0.04205209
  0.2185917 -0.04185793
  0.2256327 -0.04162715
  0.2327346 -0.04136386
  0.2398855 -0.04107208
  0.2470665 -0.04075324
  0.2542662 -0.04040805
  0.2614815 -0.04003697
  0.2687171 -0.03964046
  0.2759785 -0.0392195
  0.2832685 -0.03877526
  0.2905872 -0.0383091
  0.2979323 -0.03782236
  0.3053016 -0.03731627
  0.3126934 -0.03679203
  0.3201073 -0.03625081
  0.3275431 -0.0356937
  0.3350008 -0.03512173
  0.3424801 -0.03453602
  0.3499804 -0.03393768
  0.357501 -0.03332779
  0.3650411 -0.03270741
  0.3725998 -0.03207758
  0.3801765 -0.03143938
  0.3877703 -0.03079383
  0.3953804 -0.03014194
  0.4030054 -0.02948475
  0.4106438 -0.02882332
  0.4182939 -0.02815868
  0.425953 -0.0274918
  0.4336181 -0.02682377
  0.441285 -0.0261557
  0.4489497 -0.0254887
  0.4566086 -0.02482375
  0.4642598 -0.02416172
  0.4719025 -0.02350334
  0.4795369 -0.02284919
  0.4871634 -0.02219972
  0.4947823 -0.0215554
  0.5023936 -0.02091671
  0.5099974 -0.0202841
  0.5175937 -0.019658
  0.5251828 -0.01903882
  0.5327653 -0.01842694
  0.540342 -0.01782266
  0.5479135 -0.01722618
  0.5554803 -0.01663768
  0.5630426 -0.01605737
  0.5706005 -0.01548546
  0.578154 -0.01492222
  0.5857031 -0.01436789
  0.5932482 -0.01382272
  0.6007895 -0.01328691
  0.6083273 -0.01276065
  0.6158621 -0.01224405
  0.6233942 -0.01173728
  0.6309238 -0.01124047
  0.6384512 -0.01075371
  0.6459764 -0.01027711
  0.6534993 -0.009810756
  0.6610199 -0.009354763
  0.6685378 -0.008909296
  0.6760529 -0.008474537
  0.683565 -0.008050662
  0.691074 -0.007637846
  0.6985799 -0.00723627
  0.7060825 -0.006846114
  0.7135819 -0.006467558
  0.7210779 -0.006100773
  0.7285705 -0.005745916
  0.7360593 -0.005403142
  0.743544 -0.005072615
  0.751024 -0.004754553
  0.7584987 -0.004449248
  0.7659672 -0.004157
  0.7734289 -0.003878116
  0.7808828 -0.003613004
  0.7883286 -0.003362117
  0.7957658 -0.003125895
  0.8031943 -0.002904729
  0.8106137 -0.002698948
  0.818023 -0.002508878
  0.8254208 -0.002334893
  0.8328054 -0.002177595
  0.8401752 -0.002037644
  0.8475288 -0.001915677
  0.8548649 -0.001812361
  0.8621817 -0.001728368
  0.8694773 -0.001664345
  0.8767492 -0.001620917
  0.8839941 -0.001598672
  0.8912078 -0.001598166
  0.898385 -0.001620012
  0.9055187 -0.001664776
  0.9126005 -0.001732986
  0.9196202 -0.001825251
  0.9265656 -0.001941972
  0.9334225 -0.002083111
  0.9401726 -0.002248149
  0.9467942 -0.002436209
  0.9532623 -0.002646026
  0.9595493 -0.002875838
  0.9656271 -0.003123497
  0.9714688 -0.00338612
  0.9770488 -0.003659832
  0.9823453 -0.003941058
  0.9873443 -0.004227074
  0.9920397 -0.004514101
  0.9964312 -0.004798942
  1.0 -0.005042
