AH 80-140
  0.2138457 -0.02794079
  0.2218795 -0.02787339
  0.229934 -0.02777686
  0.2380387 -0.0276596
  0.2462042 -0.02753557
  0.2544179 -0.02741896
  0.2626506 -0.02731104
  0.2708824 -0.02720063
  0.2791108 -0.02707587
  0.2873497 -0.02692883
  0.2956152 -0.02676695
  0.3039122 -0.02660152
  0.3122325 -0.02644403
  0.3205581 -0.0262966
  0.3288764 -0.02614957
  0.3371861 -0.02599245
  0.3454969 -0.02581599
  0.3538235 -0.02562348
  0.3621735 -0.02542499
  0.3705453 -0.025231
  0.3789285 -0.02504902
  0.3873121 -0.02487311
  0.3956947 -0.02469369
  0.4040849 -0.02450098
  0.4124997 -0.02428956
  0.4209521 -0.0240647
  0.4294421 -0.0238336
  0.4379552 -0.02360389
  0.4464665 -0.02337789
  0.4549584 -0.02314985
  0.4634289 -0.02291311
  0.4718911 -0.022661
  0.4803664 -0.02239325
  0.4888666 -0.02211579
  0.4973878 -0.02183538
  0.5059102 -0.02155858
  0.5144075 -0.02128368
  0.5228674 -0.02100358
  0.5312944 -0.02071072
  0.539709 -0.02039857
  0.5481357 -0.0200704
  0.556587 -0.01973399
  0.5650599 -0.01939785
  0.5735372 -0.01906859
  0.5819992 -0.01874189
  0.5904387 -0.01841007
  0.5988616 -0.01806506
  0.6072848 -0.01770245
  0.6157245 -0.01732827
  0.6241866 -0.01695064
  0.6326654 -0.01657814
  0.6411472 -0.01621319
  0.6496217 -0.01584906
  0.6580888 -0.015478
  0.6665578 -0.01509266
  0.6750424 -0.01469417
  0.6835487 -0.01428932
  0.6920722 -0.01388557
  0.7005988 -0.01348786
  0.709115 -0.01309157
  0.7176176 -0.01268985
  0.7261137 -0.01227584
  0.7346161 -0.01184969
  0.7431305 -0.0114177
  0.7516514 -0.01098695
  0.7601634 -0.01056128
  0.7686506 -0.01013611
  0.7771027 -0.009705527
  0.7855152 -0.009265659
  0.7938887 -0.008823644
  0.8022253 -0.008389835
  0.8105291 -0.007972733
  0.818801 -0.007567325
  0.8270339 -0.007162062
  0.8352122 -0.006747531
  0.84332 -0.006330559
  0.8513522 -0.005926831
  0.8593151 -0.005548748
  0.8672135 -0.005189075
  0.8750324 -0.004831437
  0.8827388 -0.004465677
  0.8903033 -0.004106804
  0.8977194 -0.003775529
  0.9049959 -0.00347977
  0.9121234 -0.003202176
  0.9190617 -0.002925559
  0.9257625 -0.002655998
  0.9322076 -0.002417197
  0.9384055 -0.0022222
  0.9443623 -0.002051164
  0.9500648 -0.001878845
  0.9554947 -0.001703695
  0.9606502 -0.001552438
  0.9655448 -0.001442418
  0.9701925 -0.001352491
  0.9746018 -0.001251092
  0.9787851 -0.001143215
  0.9827627 -0.001081108
  0.9865474 -0.001078243
  0.990145 -0.001019559
  0.9936306 -0.0008767767
  0.9971867 -0.001040363
  1.0 0.0
