NACA 66(2)-215
  1.0 0.0
  0.9967696 0.0004872924
  0.9928904 0.001087904
  0.9888329 0.001734185
  0.9845824 0.002431061
  0.9801236 0.003183992
  0.9754411 0.003998932
  0.9705199 0.004882222
  0.9653472 0.005840363
  0.9599144 0.006879611
  0.9542195 0.008005338
  0.9482706 0.009221099
  0.9420884 0.01052605
  0.9357037 0.01191355
  0.9291531 0.01337371
  0.9224759 0.01489448
  0.9157086 0.0164629
  0.9088815 0.01806648
  0.9020146 0.01969436
  0.8951164 0.02133846
  0.8881879 0.02299584
  0.8812302 0.02466517
  0.8742457 0.0263448
  0.8672378 0.02803275
  0.8602114 0.02972667
  0.8531727 0.0314239
  0.8461292 0.03312142
  0.8390888 0.03481594
  0.8320585 0.03650432
  0.8250434 0.03818384
  0.8180474 0.03985219
  0.8110725 0.04150744
  0.8041196 0.04314808
  0.7971879 0.04477294
  0.7902758 0.04638107
  0.7833817 0.04797149
  0.7765045 0.04954316
  0.7696434 0.05109493
  0.7627981 0.05262562
  0.7559686 0.05413396
  0.7491553 0.05561866
  0.7423589 0.05707835
  0.7355797 0.05851175
  0.7288179 0.05991767
  0.7220727 0.06129508
  0.7153432 0.06264306
  0.7086278 0.0639608
  0.7019246 0.06524756
  0.6952312 0.06650268
  0.6885456 0.06772544
  0.6818672 0.06891489
  0.6751971 0.07006981
  0.6685377 0.07118878
  0.6618928 0.07227021
  0.6552677 0.07331242
  0.6486688 0.07431366
  0.6421031 0.07527177
  0.635575 0.07618423
  0.629085 0.07704917
  0.6226298 0.07786527
  0.6162029 0.0786316
  0.6097944 0.07934745
  0.6033916 0.08001218
  0.5969783 0.08062521
  0.5905368 0.08118884
  0.5840519 0.08170754
  0.5775119 0.0821853
  0.5709092 0.08262574
  0.5642403 0.0830322
  0.5575068 0.08340793
  0.5507161 0.08375614
  0.5438815 0.08407947
  0.5370187 0.08437773
  0.5301408 0.08465009
  0.523258 0.08489602
  0.5163772 0.08511526
  0.509502 0.08530773
  0.5026325 0.08547351
  0.4957656 0.08561272
  0.4888961 0.08572582
  0.4820198 0.08581342
  0.4751337 0.08587606
  0.4682367 0.08591424
  0.461329 0.08592845
  0.4544123 0.08591917
  0.4474902 0.08588693
  0.4405673 0.08583192
  0.433648 0.08575369
  0.4267352 0.0856518
  0.4198306 0.08552584
  0.4129349 0.08537536
  0.4060471 0.08519992
  0.3991653 0.08499901
  0.3922865 0.08477223
  0.3854074 0.08451974
  0.3785257 0.08424181
  0.3716399 0.08393869
  0.3647493 0.08361069
  0.3578543 0.08325813
  0.3509559 0.0828814
  0.3440563 0.0824809
  0.3371579 0.08205665
  0.3302629 0.08160849
  0.3233733 0.08113626
  0.3164905 0.08063982
  0.3096155 0.08011898
  0.3027492 0.07957357
  0.2958917 0.07900337
  0.2890433 0.07840811
  0.2822039 0.0777874
  0.2753736 0.07714088
  0.2685526 0.0764682
  0.2617411 0.07576899
  0.2549394 0.07504293
  0.2481478 0.07428967
  0.2413666 0.07350889
  0.2345965 0.07270024
  0.2278379 0.07186336
  0.2210916 0.07099794
  0.2143585 0.07010368
  0.2076394 0.06918033
  0.2009353 0.06822764
  0.1942474 0.06724538
  0.187577 0.06623286
  0.1809264 0.0651892
  0.1742986 0.0641137
  0.167697 0.06300582
  0.1611259 0.06186527
  0.15459 0.06069195
  0.1480945 0.05948599
