NACA 63-206
  1.0 0.0
  0.9972152 0.0002572264
  0.9938501 0.000567409
  0.9903041 0.0008935138
  0.9865585 0.001237125
  0.9825932 0.001599953
  0.9783866 0.001983786
  0.9739174 0.002390391
  0.9691657 0.002821332
  0.9641172 0.00327767
  0.9587674 0.003759515
  0.9531291 0.004265435
  0.9472664 0.004789424
  0.9414807 0.005304797
  0.9357937 0.005810368
  0.930147 0.006312034
  0.9244966 0.006814345
  0.9188099 0.007320882
  0.9130635 0.007834419
  0.9072442 0.008356903
  0.9013509 0.008889248
  0.8954515 0.009425981
  0.8895925 0.009962397
  0.883755 0.01049926
  0.8779236 0.01103706
  0.8720864 0.01157599
  0.8662348 0.01211592
  0.8603634 0.01265644
  0.8544703 0.01319677
  0.848557 0.01373581
  0.8426315 0.01427237
  0.8367121 0.01480511
  0.8307975 0.01533451
  0.8248841 0.0158613
  0.8189691 0.01638612
  0.8130504 0.01690952
  0.8071269 0.017432
  0.8011984 0.01795393
  0.7952713 0.01847507
  0.7893478 0.01899496
  0.783427 0.0195132
  0.777508 0.02002938
  0.7715902 0.02054309
  0.765673 0.02105388
  0.7597559 0.02156131
  0.7538387 0.02206494
  0.7479211 0.0225643
  0.7420031 0.0230591
  0.7360846 0.02354933
  0.7301656 0.02403498
  0.7242462 0.02451603
  0.7183265 0.02499246
  0.7124064 0.02546426
  0.7064861 0.02593142
  0.7005657 0.02639392
  0.6946452 0.02685171
  0.6887249 0.02730463
  0.6828047 0.02775248
  0.6768847 0.02819508
  0.670965 0.02863223
  0.6650456 0.02906374
  0.6591264 0.02948943
  0.6532075 0.02990912
  0.6472886 0.03032261
  0.6413699 0.03072976
  0.6354511 0.03113046
  0.6295323 0.0315246
  0.6236134 0.03191206
  0.6176944 0.03229273
  0.6117753 0.03266649
  0.6058561 0.03303323
  0.5999367 0.03339283
  0.5940173 0.03374517
  0.5880979 0.0340901
  0.5821784 0.03442751
  0.576259 0.03475723
  0.5703396 0.03507915
  0.5644203 0.03539313
  0.558501 0.03569902
  0.5525817 0.0359967
  0.5466624 0.03628602
  0.540743 0.03656687
  0.5348236 0.03683912
  0.5289042 0.03710265
  0.5229847 0.03735732
  0.5170652 0.03760302
  0.5111458 0.03783963
  0.5052264 0.038067
  0.4993071 0.03828503
  0.4933881 0.03849358
  0.4874693 0.03869249
  0.4815509 0.0388816
  0.4756328 0.03906075
