NACA 65(2)-415
  1.0 0.0
  0.9967546 0.0006724824
  0.9928308 0.001489214
  0.988694 0.002354668
  0.984323 0.00327401
  0.9796952 0.004252837
  0.9747875 0.005297007
  0.9695783 0.006412289
  0.9640498 0.007603741
  0.9581932 0.008874702
  0.9520147 0.01022536
  0.9455424 0.01165099
  0.9388278 0.01314108
  0.9319354 0.01468141
  0.9249325 0.01625666
  0.917879 0.01785271
  0.9108188 0.01945866
  0.9037765 0.02106788
  0.896756 0.02267839
  0.8897464 0.02429123
  0.8827361 0.02590748
  0.8757164 0.02752753
  0.868681 0.02915115
  0.8616269 0.03077746
  0.8545535 0.03240487
  0.8474635 0.0340311
  0.840362 0.03565399
  0.8332545 0.03727195
  0.8261461 0.03888354
  0.8190414 0.04048747
  0.8119444 0.04208258
  0.8048585 0.04366784
  0.7977866 0.04524236
  0.7907308 0.04680493
  0.7836922 0.04835407
  0.7766707 0.04988854
  0.7696655 0.05140732
  0.7626746 0.05290963
  0.7556951 0.05439487
  0.7487233 0.05586267
  0.7417549 0.0573132
  0.7347867 0.05874716
  0.7278165 0.060165
  0.7208436 0.06156689
  0.7138685 0.06295274
  0.706893 0.06432222
  0.6999201 0.06567477
  0.6929539 0.06700932
  0.6859981 0.06832418
  0.6790551 0.06961782
  0.6721263 0.07088893
  0.6652119 0.0721365
  0.6583108 0.07335968
  0.6514212 0.07455783
  0.6445402 0.07573058
  0.6376647 0.07687796
  0.6307929 0.07799999
  0.6239238 0.0790965
  0.6170573 0.08016715
  0.6101944 0.08121146
  0.6033369 0.08222885
  0.5964876 0.08321858
  0.5896495 0.0841794
  0.5828253 0.08510984
  0.5760163 0.08600859
  0.5692234 0.0868745
  0.5624465 0.08770656
  0.5556847 0.08850387
  0.5489363 0.08926562
  0.5421991 0.08999125
  0.5354709 0.09068055
  0.5287501 0.09133334
  0.5220353 0.09194933
  0.5153253 0.09252819
  0.5086196 0.09306954
  0.5019177 0.09357295
  0.4952195 0.09403799
  0.4885253 0.09446435
  0.4818351 0.09485182
  0.4751485 0.09520021
  0.4684649 0.0955093
  0.4617836 0.09577889
  0.4551036 0.09600877
  0.4484234 0.09619868
  0.4417416 0.09634857
  0.4350565 0.09645883
  0.4283667 0.09652991
  0.4216705 0.09656222
  0.4149665 0.09655612
  0.4082534 0.09651195
  0.4015298 0.09643
  0.3947944 0.09631056
  0.388046 0.09615415
  0.3812839 0.09596148
  0.3745081 0.09573328
  0.3677191 0.09547031
  0.3609183 0.09517337
  0.3541075 0.09484337
  0.3472895 0.09448125
  0.3404675 0.09408775
  0.3336448 0.09366288
  0.3268242 0.09320657
  0.3200081 0.09271878
  0.3131983 0.09219945
  0.3063962 0.09164853
  0.2996027 0.09106593
  0.2928181 0.09045156
  0.2860428 0.08980516
  0.2792767 0.08912646
  0.2725201 0.08841518
  0.265773 0.08767104
  0.2590356 0.08689375
  0.2523079 0.08608303
  0.2455901 0.08523861
  0.2388825 0.08436019
  0.2321854 0.08344749
  0.2254996 0.08250028
  0.2188262 0.0815184
  0.2121668 0.08050174
  0.205523 0.0794503
  0.1988969 0.07836415
  0.1922908 0.07724339
  0.1857075 0.07608765
  0.1791498 0.07489634
  0.1726203 0.07366896
  0.1661218 0.07240508
  0.159657 0.07110436
  0.1532287 0.06976653
  0.1468393 0.06839142
  0.1404918 0.06697876
  0.1341897 0.06552782
  0.1279379 0.06403813
  0.1217423 0.06250965
  0.1156095 0.06094281
  0.1095465 0.05933851
  0.1035609 0.05769808
  0.09766024 0.05602329
  0.09185257 0.05431633
  0.08615243 0.05258124
  0.08058668 0.05082655
  0.07519018 0.04906492
  0.06999933 0.04731134
  0.06504495 0.0455786
  0.0603426 0.04387311
  0.05589228 0.04219746
  0.0516842 0.04055179
  0.04770337 0.03893472
  0.0439332 0.03734421
  0.04036592 0.03578134
  0.0370078 0.03425382
  0.03386892 0.03277245
  0.03095502 0.03134726
  0.02826424 0.02998535
  0.02578737 0.02869022
  0.02351006 0.02746219
  0.02141547 0.02629926
  0.01948784 0.02519501
  0.01771296 0.02414021
