  SD2083 (9.0%)
  1.0 0.0
  0.9967622 0.0003421094
  0.9923963 0.0008385937
  0.9874691 0.001442471
  0.9821743 0.002135572
  0.9766216 0.002905395
  0.9709018 0.00373824
  0.9650771 0.004621781
  0.959182 0.005547563
  0.9532426 0.006507872
  0.9472761 0.007495773
  0.9412906 0.008506536
  0.9352906 0.009537626
  0.9292784 0.01058685
  0.9232552 0.01165224
  0.9172202 0.01273207
  0.9111723 0.0138246
  0.905111 0.01492787
  0.8990368 0.01603969
  0.8929517 0.01715765
  0.8868582 0.01827922
  0.8807601 0.01940267
  0.8746603 0.02052679
  0.8685614 0.02165047
  0.8624651 0.02277275
  0.8563727 0.02389277
  0.8502847 0.02500977
  0.8442012 0.0261229
  0.8381222 0.02723133
  0.8320477 0.02833424
  0.8259777 0.02943082
  0.8199117 0.03052029
  0.8138497 0.03160191
  0.8077912 0.03267506
  0.8017358 0.03373921
  0.7956832 0.03479383
  0.7896329 0.0358384
  0.7835844 0.0368724
  0.7775373 0.03789532
  0.7714908 0.03890673
  0.7654447 0.03990641
  0.7593984 0.04089419
  0.7533517 0.04186991
  0.7473045 0.04283336
  0.7412567 0.04378432
  0.7352082 0.04472257
  0.7291592 0.04564786
  0.7231099 0.04655991
  0.7170603 0.04745843
  0.7110105 0.04834313
  0.7049607 0.04921374
  0.6989108 0.05006999
  0.6928608 0.05091162
  0.6868106 0.05173836
  0.6807603 0.05255
  0.6747096 0.05334637
  0.6686585 0.05412733
  0.6626068 0.05489271
  0.6565543 0.05564237
  0.6505008 0.05637617
  0.644446 0.05709394
  0.6383897 0.05779557
  0.6323316 0.05848105
  0.6262715 0.05915046
  0.6202092 0.05980389
  0.6141447 0.06044142
  0.6080779 0.06106311
  0.6020089 0.06166903
  0.5959378 0.06225923
  0.5898648 0.06283374
  0.5837901 0.06339255
  0.5777139 0.06393558
  0.5716364 0.06446275
  0.5655579 0.06497402
  0.5594785 0.06546931
  0.5533984 0.06594856
  0.5473179 0.06641171
  0.541237 0.0668587
  0.5351561 0.06728941
  0.5290752 0.0677037
  0.5229943 0.06810141
  0.5169135 0.06848241
  0.5108327 0.06884656
  0.5047518 0.06919373
  0.4986706 0.06952378
  0.4925889 0.06983659
  0.4865065 0.07013215
  0.4804231 0.07041054
  0.4743386 0.07067182
  0.4682529 0.07091608
  0.462166 0.07114335
  0.4560778 0.07135372
  0.4499884 0.07154723
  0.443898 0.07172395
  0.4378066 0.0718839
  0.4317144 0.07202711
  0.4256216 0.07215361
  0.4195283 0.07226343
  0.4134346 0.07235659
  0.4073405 0.07243313
  0.4012463 0.07249306
  0.3951519 0.07253643
  0.3890575 0.07256319
  0.3829631 0.07257328
  0.376869 0.07256663
  0.3707753 0.07254317
  0.3646822 0.07250283
  0.35859 0.07244556
  0.352499 0.07237129
  0.3464095 0.07227994
  0.3403218 0.0721713
  0.3342362 0.07204512
  0.3281529 0.07190115
  0.322072 0.07173912
  0.3159937 0.07155879
  0.3099178 0.0713599
  0.3038444 0.07114219
  0.2977733 0.07090539
  0.2917045 0.07064921
  0.2856382 0.07037337
  0.2795745 0.0700776
  0.2735139 0.06976163
  0.2674569 0.06942521
  0.261404 0.06906811
  0.2553561 0.06869002
  0.2493138 0.06829042
  0.2432778 0.0678687
  0.2372483 0.06742427
  0.2312255 0.06695652
  0.2252093 0.06646481
  0.2191994 0.06594849
  0.2131953 0.06540689
  0.2071971 0.06483927
  0.201205 0.06424493
  0.1952201 0.06362325
  0.1892441 0.06297368
  0.1832792 0.0622958
  0.177328 0.0615892
  0.1713936 0.06085275
  0.1654784 0.06008469
  0.1595838 0.05928319
  0.1537103 0.05844634
  0.1478576 0.05757213
  0.1420242 0.05665842
  0.1362089 0.05570313
  0.1304117 0.05470443
  0.1246343 0.05366083
  0.1188802 0.05257122
  0.1131543 0.05143493
  0.1074628 0.05025153
  0.1018112 0.04901966
  0.09620092 0.04773711
  0.09062965 0.0464008
  0.08509141 0.04500665
  0.07957769 0.04354917
  0.07408786 0.04202252
  0.06864033 0.04042574
  0.06327191 0.03876486
  0.05803288 0.03705308
  0.05297062 0.03530419
  0.04808911 0.03351702
  0.0433465 0.03167349
  0.03866842 0.02973853
  0.0339706 0.02766164
  0.02932686 0.0254511
  0.02504025 0.02324652
  0.02137623 0.02121754
  0.01835646 0.01941987
  0.01579727 0.01777906
  0.01354181 0.01621894
  0.01148458 0.01467877
  0.009543632 0.01309755
  0.007700999 0.01145808
  0.006062637 0.009871008
  0.004715769 0.008466586
  0.003638824 0.007275481
  0.002765471 0.006260435
  0.00205882 0.005376576
  0.001489255 0.004583756
  0.001032124 0.003853469
  0.0006706116 0.003166258
  0.0003939901 0.00250816
  0.000196092 0.001868389
  7.444754e-05 0.001237828
  3.005016e-05 0.0006079156
  6.553042e-05 -2.93177e-05
  0.0001786703 -0.000678
  0.0003687018 -0.001340604
  0.0006381298 -0.002018838
  0.0009926191 -0.002713222
  0.001441086 -0.003421981
  0.001995491 -0.004138554
  0.002669657 -0.004847892
  0.003484557 -0.005538835
  0.004470482 -0.006207269
  0.00566453 -0.006850118
  0.007109405 -0.007468222
  0.008847573 -0.008073844
  0.01090688 -0.008707576
  0.01331126 -0.009424338
  0.01610207 -0.01022552
  0.01926964 -0.01107773
  0.02274638 -0.01192081
  0.02650113 -0.01270097
  0.03058953 -0.01340974
  0.03508737 -0.01405792
  0.04005742 -0.01466019
  0.04548231 -0.01523614
  0.05122522 -0.0157845
  0.05710565 -0.01628654
  0.0629866 -0.01673394
  0.06882412 -0.01712949
  0.07464988 -0.01748109
  0.08050264 -0.01779541
  0.08640726 -0.01807747
  0.09237413 -0.01833131
  0.09839748 -0.01856033
  0.1044589 -0.01876612
  0.1105404 -0.0189492
  0.1166289 -0.01911042
  0.1227166 -0.01925097
  0.1288011 -0.01937223
  0.1348849 -0.01947565
  0.1409728 -0.01956245
  0.147068 -0.01963377
  0.153173 -0.0196907
  0.1592885 -0.01973431
  0.1654143 -0.01976568
  0.1715488 -0.01978581
  0.1776896 -0.0197953
  0.1838349 -0.01979457
  0.1899831 -0.01978405
  0.1961332 -0.0197642
  0.2022847 -0.01973546
  0.2084375 -0.01969828
  0.2145919 -0.0196531
  0.2207484 -0.01960029
  0.2269075 -0.01954024
  0.2330693 -0.01947331
  0.2392339 -0.01939988
  0.2454013 -0.01932032
  0.2515713 -0.01923502
  0.2577435 -0.01914434
  0.2639176 -0.01904855
  0.2700933 -0.01894785
  0.2762702 -0.01884244
  0.2824483 -0.01873252
  0.2886274 -0.01861829
  0.2948074 -0.01849994
  0.3009886 -0.01837767
  0.3071711 -0.01825167
  0.313355 -0.01812214
  0.3195404 -0.01798928
  0.3257273 -0.01785327
  0.3319157 -0.01771432
  0.3381055 -0.01757262
  0.3442963 -0.01742839
  0.350488 -0.01728182
  0.35668 -0.0171331
  0.362872 -0.01698226
  0.3690636 -0.01682924
  0.3752546 -0.01667397
  0.381445 -0.0165164
  0.3876346 -0.01635647
  0.3938235 -0.0161941
  0.4000121 -0.01602923
  0.4062004 -0.01586179
  0.412389 -0.01569178
  0.4185781 -0.01551935
  0.4247681 -0.01534465
  0.4309591 -0.01516784
  0.4371513 -0.01498906
  0.4433448 -0.01480848
  0.4495396 -0.01462626
  0.4557356 -0.01444255
  0.4619327 -0.01425753
  0.4681307 -0.0140713
  0.4743293 -0.01388396
  0.4805286 -0.01369558
  0.4867284 -0.01350626
  0.4929286 -0.01331608
  0.4991292 -0.01312512
  0.5053301 -0.01293346
  0.5115314 -0.0127412
  0.5177332 -0.0125484
  0.5239354 -0.01235515
  0.5301381 -0.01216151
  0.5363413 -0.01196755
  0.5425448 -0.01177337
  0.5487487 -0.01157902
  0.5549529 -0.01138458
  0.561157 -0.01119014
  0.5673611 -0.01099578
  0.5735649 -0.01080157
  0.5797681 -0.0106076
  0.5859707 -0.01041397
  0.5921727 -0.01022075
  0.5983739 -0.01002803
  0.6045746 -0.009835895
  0.6107747 -0.009644418
  0.6169744 -0.009453679
  0.623174 -0.00926375
  0.6293737 -0.009074644
  0.6355737 -0.00888634
  0.641774 -0.008698816
  0.6479747 -0.008512056
  0.6541757 -0.008326044
  0.6603768 -0.008140768
  0.6665778 -0.007956217
  0.6727783 -0.007772383
  0.6789782 -0.007589318
  0.6851769 -0.007407175
  0.6913743 -0.007226119
  0.6975704 -0.007046308
  0.7037652 -0.006867898
  0.709959 -0.00669104
  0.716152 -0.006515883
  0.7223447 -0.00634257
  0.7285377 -0.00617117
  0.7347314 -0.00600157
  0.7409262 -0.005833632
  0.7471223 -0.005667225
  0.7533195 -0.005502222
  0.7595177 -0.005338498
  0.7657165 -0.005175937
  0.7719153 -0.005014429
  0.7781136 -0.00485403
  0.7843107 -0.004694967
  0.7905063 -0.00453747
  0.7967002 -0.004381765
  0.8028924 -0.004228071
  0.8090832 -0.004076604
  0.8152728 -0.003927573
  0.821462 -0.003781055
  0.8276511 -0.003636906
  0.8338408 -0.003494957
  0.8400316 -0.003355043
  0.8462239 -0.003216998
  0.8524182 -0.003080659
  0.858615 -0.002945855
  0.8648144 -0.00281234
  0.8710164 -0.002679828
  0.8772205 -0.002548039
  0.8834258 -0.002416703
  0.8896309 -0.002285557
  0.8958341 -0.002154317
  0.9020338 -0.002022479
  0.9082289 -0.001889432
  0.9144195 -0.001754546
  0.9206063 -0.001617179
  0.9267908 -0.001476734
  0.9329748 -0.001333368
  0.9391592 -0.001187754
  0.9453437 -0.001040602
  0.9515269 -0.0008926592
  0.9577034 -0.0007454167
  0.9638532 -0.0006017439
  0.9699372 -0.0004649172
  0.975901 -0.0003387661
  0.9816707 -0.0002304807
  0.9871543 -0.000147044
  0.9922478 -8.801924e-05
  0.9967312 -3.964586e-05
  1.00001 -0.0
