  SD5060 (9.5%)
  1.0 0.0
  0.9966262 0.0002414792
  0.9922702 0.0005840226
  0.987445 0.000998141
  0.9822195 0.001479842
  0.976673 0.002024121
  0.9708943 0.002623125
  0.9649493 0.003269063
  0.9588814 0.003955613
  0.9527282 0.004676133
  0.9465174 0.005424326
  0.9402664 0.006196053
  0.9339877 0.006988745
  0.9276899 0.007800163
  0.921378 0.008628476
  0.9150529 0.009472269
  0.9087148 0.01033024
  0.902364 0.011201
  0.8960012 0.0120831
  0.8896278 0.01297503
  0.8832451 0.01387539
  0.8768546 0.0147832
  0.8704575 0.0156975
  0.8640543 0.0166174
  0.8576457 0.01754202
  0.8512316 0.01847058
  0.8448121 0.01940249
  0.8383874 0.02033722
  0.8319583 0.02127416
  0.8255259 0.02221266
  0.8190918 0.023152
  0.8126579 0.02409139
  0.8062264 0.02502992
  0.7997989 0.02596669
  0.7933765 0.02690089
  0.7869599 0.02783176
  0.7805489 0.02875866
  0.7741433 0.02968102
  0.7677419 0.03059839
  0.7613437 0.03151061
  0.7549478 0.03241751
  0.7485536 0.03331893
  0.7421606 0.03421463
  0.7357687 0.03510438
  0.7293779 0.03598789
  0.7229885 0.03686485
  0.7166008 0.03773487
  0.7102151 0.03859758
  0.7038315 0.03945263
  0.6974501 0.04029967
  0.6910708 0.04113837
  0.6846936 0.04196842
  0.6783183 0.04278951
  0.6719445 0.0436014
  0.6655721 0.04440388
  0.6592008 0.04519674
  0.6528305 0.04597978
  0.6464611 0.04675276
  0.6400923 0.04751546
  0.6337242 0.04826767
  0.6273566 0.04900915
  0.6209895 0.04973972
  0.6146229 0.05045916
  0.6082569 0.0511673
  0.6018915 0.05186392
  0.5955266 0.05254883
  0.5891624 0.05322183
  0.5827989 0.05388272
  0.5764363 0.05453127
  0.5700746 0.05516726
  0.5637139 0.05579046
  0.5573541 0.05640064
  0.5509953 0.05699757
  0.5446373 0.05758105
  0.53828 0.05815085
  0.5319232 0.05870676
  0.5255668 0.05924861
  0.5192106 0.05977629
