S8038 (13%)
  0.03328258 0.03497895
  0.03044898 0.03351384
  0.02781915 0.03206363
  0.02537955 0.03063167
  0.02311842 0.02922281
  0.02102516 0.027842
  0.0190892 0.02649343
  0.01729968 0.02518017
  0.01564766 0.0239022
  0.014126 0.02265658
  0.01272655 0.02144055
  0.01144064 0.02025166
  0.01025961 0.01908776
  0.009175198 0.01794712
  0.008180325 0.01682976
  0.007268547 0.01573602
  0.006433703 0.01466571
  0.005670056 0.01361831
  0.004972339 0.01259306
  0.004335758 0.01158911
  0.00375569 0.0106054
  0.003227386 0.009640764
  0.002746747 0.008694627
  0.002310216 0.007766879
  0.00191459 0.006857666
  0.00155691 0.005967254
  0.0012344 0.005095923
  0.0009446842 0.00424398
  0.0006897823 0.003412581
  0.0004742765 0.002602294
  0.0003015271 0.001812117
  0.0001742436 0.001040045
  9.504096e-05 0.0002834548
  6.689436e-05 -0.0004607245
  9.357273e-05 -0.00119597
  0.0001799448 -0.001926225
  0.0003279628 -0.002655194
  0.0005364502 -0.003385457
  0.0008053538 -0.004118764
  0.001135658 -0.004855989
  0.001529076 -0.005596894
  0.001987617 -0.006339666
  0.002512861 -0.007080184
  0.003105759 -0.007813267
  0.003768415 -0.008538265
  0.00450268 -0.009256108
  0.005309534 -0.009968542
  0.006188855 -0.01067843
  0.007139189 -0.01139011
  0.008157549 -0.01210992
  0.009240258 -0.01284596
  0.01039041 -0.01360184
  0.01161538 -0.01437831
  0.01292367 -0.01517605
  0.01432509 -0.01599559
  0.01583103 -0.0168373
  0.01745484 -0.01770135
  0.01921173 -0.01858821
  0.02111753 -0.01950014
  0.02318928 -0.02044013
  0.02544495 -0.02141184
  0.02790225 -0.02241972
  0.03057715 -0.023469
  0.03348522 -0.02456089
  0.03664051 -0.02569135
  0.04005251 -0.0268541
  0.04372793 -0.02804182
  0.04767536 -0.02924839
  0.05190194 -0.0304689
  0.05640596 -0.03169765
  0.06117489 -0.0329285
  0.06618669 -0.03415414
  0.07141338 -0.03536398
  0.07682372 -0.03654834
  0.0823897 -0.03770043
  0.08809113 -0.03881595
  0.09391152 -0.03989156
  0.09983666 -0.04092531
  0.1058562 -0.04191675
  0.1119629 -0.04286682
  0.1181479 -0.04377698
  0.1243996 -0.04464887
  0.1307038 -0.04548398
  0.1370463 -0.04628141
  0.1434173 -0.04703977
  0.149812 -0.04775844
  0.1562311 -0.04843763
  0.1626787 -0.04907899
  0.1691578 -0.04968483
  0.1756693 -0.05025722
  0.1822114 -0.05079811
  0.1887806 -0.05130893
  0.1953724 -0.05179038
  0.2019829 -0.05224321
  0.2086082 -0.05266826
  0.2152448 -0.05306641
  0.22189 -0.05343797
  0.2285422 -0.05378296
  0.2352012 -0.05410148
  0.2418683 -0.05439369
  0.2485461 -0.05465994
  0.2552373 -0.05490124
  0.2619433 -0.05511882
  0.2686636 -0.05531382
  0.2753963 -0.05548738
  0.2821378 -0.05564045
  0.2888842 -0.05577308
  0.2956326 -0.05588509
  0.3023816 -0.05597637
  0.3091311 -0.05604679
  0.3158823 -0.05609632
  0.3226373 -0.0561253
  0.3293974 -0.05613419
  0.3361635 -0.0561235
  0.342936 -0.05609369
  0.3497145 -0.05604524
  0.3564982 -0.05597851
  0.363286 -0.05589374
  0.3700767 -0.05579117
  0.3768691 -0.05567109
  0.3836616 -0.05553375
  0.3904528 -0.05537935
  0.3972415 -0.05520766
  0.4040267 -0.05501835
  0.4108081 -0.05481112
  0.4175859 -0.05458562
  0.4243607 -0.05434151
  0.4311336 -0.05407866
  0.4379055 -0.05379716
  0.4446776 -0.05349707
  0.4514507 -0.05317849
  0.4582258 -0.05284146
  0.4650036 -0.05248607
  0.4717846 -0.05211256
  0.4785687 -0.0517212
  0.4853551 -0.05131233
  0.4921424 -0.05088636
  0.4989283 -0.05044372
  0.5057103 -0.04998462
  0.5124863 -0.0495087
  0.5192556 -0.04901546
  0.5260188 -0.0485043
  0.5327779 -0.04797451
  0.539536 -0.04742533
  0.5462973 -0.04685674
  0.5530655 -0.04626941
  0.5598434 -0.04566408
  0.5666334 -0.04504152
  0.5734369 -0.04440258
  0.5802544 -0.04374821
  0.5870862 -0.0430795
  0.5939317 -0.04239766
  0.6007901 -0.04170394
  0.6076601 -0.04099967
  0.61454 -0.04028625
  0.6214275 -0.03956479
  0.6283208 -0.03883586
  0.6352187 -0.03809989
  0.6421209 -0.03735724
  0.6490278 -0.0366082
  0.6559405 -0.035853
  0.6628604 -0.03509213
  0.6697884 -0.03432622
  0.6767247 -0.03355604
  0.6836689 -0.03278238
  0.6906198 -0.03200616
  0.6975757 -0.03122806
  0.7045347 -0.03044841
  0.7114953 -0.02966747
  0.7184559 -0.02888551
  0.7254152 -0.02810277
  0.7323723 -0.02731957
  0.7393264 -0.02653666
  0.746277 -0.02575478
  0.7532238 -0.02497465
  0.760167 -0.02419698
  0.7671067 -0.02342235
  0.7740433 -0.02265105
  0.780977 -0.02188329
  0.7879079 -0.02111929
  0.794836 -0.02035929
  0.8017614 -0.01960356
  0.8086838 -0.01885242
  0.8156027 -0.01810624
  0.8225176 -0.01736539
  0.8294276 -0.01663027
  0.836332 -0.01590141
  0.8432303 -0.01517947
  0.8501229 -0.01446499
  0.8570109 -0.01375849
  0.8638959 -0.01306026
  0.8707794 -0.01237019
  0.8776621 -0.01168812
  0.8845435 -0.011014
  0.8914225 -0.01034791
  0.8982973 -0.009690187
  0.9051653 -0.009041285
  0.9120237 -0.008401685
  0.9188686 -0.007771497
  0.9256952 -0.007150167
  0.932497 -0.006537185
  0.939265 -0.005932119
  0.9459745 -0.005335281
  0.9525737 -0.004749246
  0.958994 -0.004174581
  0.965184 -0.003598912
  0.9711286 -0.003008244
  0.9768293 -0.002402343
  0.9822682 -0.001796901
  0.9874068 -0.001210001
  0.992172 -0.0006646962
  0.9965105 -0.0002193639
  1.0 0.0
