E211  (10.96%)               
  1.0 0.0
  0.9970223 0.0007255026
  0.9932029 0.001728665
  0.9889317 0.002925475
  0.9842074 0.004303391
  0.979087 0.005827394
  0.9736837 0.007443631
  0.9681197 0.009088107
  0.9624868 0.01071458
  0.9568416 0.01229453
  0.9511987 0.01381266
  0.9455372 0.01526889
  0.939831 0.01667275
  0.9340612 0.0180319
  0.9282167 0.01935158
  0.9222951 0.02063552
  0.9162985 0.0218877
  0.9102312 0.0231122
  0.9041004 0.0243131
  0.8979157 0.02549434
  0.8916884 0.0266575
  0.8854282 0.02780222
  0.8791433 0.02892863
  0.8728395 0.03003734
  0.8665206 0.03112943
  0.8601881 0.03220597
  0.8538429 0.03326752
  0.847486 0.03431458
  0.8411184 0.03534765
  0.8347411 0.03636724
  0.8283553 0.03737384
  0.8219622 0.03836771
  0.8155628 0.03934902
  0.8091577 0.04031794
  0.8027477 0.0412747
  0.7963329 0.04221954
  0.7899136 0.04315277
  0.7834897 0.04407467
  0.7770611 0.04498548
  0.770628 0.04588542
  0.7641905 0.04677471
  0.7577491 0.04765354
  0.7513041 0.04852209
  0.7448562 0.04938051
  0.7384059 0.05022881
  0.7319538 0.05106696
  0.7255002 0.05189491
  0.7190452 0.05271266
  0.7125889 0.05352023
  0.7061313 0.05431763
  0.6996722 0.05510492
  0.6932113 0.05588216
  0.6867483 0.05664943
  0.6802834 0.05740678
  0.6738166 0.05815426
  0.6673481 0.05889189
  0.6608782 0.05961969
  0.6544076 0.06033766
  0.6479368 0.06104568
  0.6414662 0.06174352
  0.6349964 0.06243097
  0.6285276 0.06310781
  0.6220599 0.06377383
  0.6155934 0.06442887
  0.6091281 0.06507274
  0.6026636 0.0657053
  0.5961997 0.06632639
  0.5897364 0.06693588
  0.5832736 0.0675336
  0.5768114 0.0681194
  0.5703499 0.06869309
  0.5638895 0.06925449
  0.5574304 0.06980341
  0.5509733 0.07033959
  0.5445187 0.07086258
  0.5380669 0.07137192
  0.5316184 0.07186716
  0.5251737 0.07234785
  0.518733 0.07281356
  0.5122968 0.07326386
  0.5058653 0.07369832
  0.4994388 0.07411649
  0.4930174 0.07451788
  0.4866011 0.07490204
  0.4801896 0.0752685
  0.4737825 0.07561681
  0.4673794 0.07594653
  0.4609793 0.07625722
  0.4545815 0.07654847
  0.448185 0.07682008
  0.4417893 0.07707194
  0.435394 0.07730392
  0.4289993 0.07751589
  0.4226055 0.07770769
  0.4162131 0.07787917
  0.4098233 0.07803018
  0.4034373 0.07816046
  0.3970563 0.07826948
  0.390681 0.0783567
  0.3843121 0.07842158
  0.3779497 0.0784636
  0.3715936 0.07848224
  0.3652433 0.07847698
  0.3588982 0.07844732
  0.3525572 0.07839291
  0.3462196 0.07831351
  0.3398851 0.07820888
  0.3335537 0.07807877
  0.3272254 0.07792296
  0.3209009 0.0777412
  0.314581 0.0775333
  0.3082667 0.07729895
  0.3019588 0.07703772
  0.2956579 0.07674918
  0.2893643 0.07643289
  0.2830779 0.0760884
  0.2767983 0.07571523
  0.270525 0.07531287
  0.2642571 0.07488097
  0.2579937 0.07441935
  0.2517346 0.07392785
  0.2454796 0.07340633
  0.2392287 0.07285467
  0.2329825 0.07227278
  0.2267415 0.07166058
  0.2205068 0.07101779
  0.2142796 0.07034399
  0.2080614 0.06963884
  0.2018538 0.06890203
  0.1956587 0.06813334
  0.1894782 0.06733257
  0.1833146 0.06649931
  0.1771698 0.06563268
  0.1710454 0.06473168
  0.1649422 0.06379531
  0.1588607 0.0628225
  0.1528008 0.06181212
  0.1467621 0.06076288
  0.1407456 0.05967349
  0.1347536 0.05854297
  0.12879 0.05737074
  0.1228602 0.05615662
  0.1169706 0.0549008
  0.1111279 0.05360267
  0.1053365 0.05226082
  0.09959775 0.05087342
  0.09391073 0.04943811
  0.08827227 0.04795189
  0.08268217 0.04641108
  0.07715313 0.04481473
  0.07171131 0.0431669
  0.06639277 0.04147664
  0.06123773 0.03975644
  0.05627382 0.03801388
  0.05150013 0.03624765
  0.04689534 0.03444952
  0.04242632 0.03260553
  0.03807004 0.03070235
  0.03388402 0.02876125
  0.02999465 0.02684628
  0.02651123 0.0250297
  0.02346812 0.02335355
  0.0208227 0.02180975
  0.01849483 0.02036649
  0.01641254 0.01899274
  0.0145209 0.01766296
  0.01277872 0.01635594
  0.01115515 0.01505562
  0.009640856 0.01376494
  0.0082481 0.01250721
  0.006991005 0.01131119
  0.005872758 0.01019729
  0.004884364 0.009172854
  0.00401055 0.008235009
  0.003244662 0.007372938
  0.00258222 0.006570717
  0.002013903 0.005813532
  0.001530519 0.005089272
  0.001124577 0.004388205
  0.0007905292 0.003702332
  0.0005246731 0.003024797
  0.0003250285 0.002349388
  0.0001913026 0.00167011
  0.0001240581 0.0009816264
  0.0001205832 0.0002832173
  0.0001783346 -0.0004238906
  0.000296435 -0.001138021
  0.0004754166 -0.001856851
  0.0007170911 -0.002577126
  0.001024497 -0.003294257
  0.001401875 -0.004001726
  0.001854572 -0.004690763
  0.002388464 -0.005357776
  0.003010261 -0.006005111
  0.003728212 -0.006635907
  0.004552402 -0.007254307
  0.005494946 -0.00786607
  0.006569816 -0.008479573
  0.007791458 -0.009107467
  0.009170052 -0.009769211
  0.01071128 -0.01048591
  0.01243423 -0.01126206
  0.0143546 -0.01209313
  0.01647471 -0.01296556
  0.01878328 -0.0138579
  0.02127057 -0.01474846
  0.02395635 -0.01562662
  0.02688804 -0.01649744
  0.03012715 -0.01737034
  0.03374963 -0.01825657
  0.03783483 -0.0191687
  0.04241609 -0.02011383
  0.04742644 -0.02107026
  0.05272056 -0.02199968
  0.05814492 -0.0228727
  0.06362101 -0.02368039
  0.06916376 -0.02443009
  0.07480886 -0.02513061
  0.08057991 -0.02578834
  0.0864841 -0.02640775
  0.09250636 -0.02699156
  0.09861412 -0.02753911
  0.104776 -0.02804899
  0.1109684 -0.02852135
  0.1171769 -0.02895761
  0.123398 -0.02936025
  0.1296358 -0.02973174
  0.1358953 -0.03007403
  0.1421797 -0.03038887
  0.1484901 -0.03067792
  0.1548253 -0.03094274
  0.1611822 -0.03118483
  0.1675567 -0.03140505
  0.1739449 -0.03160407
  0.180344 -0.03178267
  0.1867519 -0.03194167
  0.1931672 -0.03208194
  0.1995896 -0.03220439
  0.2060192 -0.03230972
  0.2124561 -0.03239849
  0.2189002 -0.03247127
  0.2253514 -0.03252862
  0.2318092 -0.03257111
  0.2382731 -0.0325993
  0.2447421 -0.03261372
  0.2512157 -0.03261469
  0.2576929 -0.03260247
  0.2641732 -0.0325773
  0.2706562 -0.03253946
  0.2771414 -0.03248921
  0.2836285 -0.03242682
  0.2901175 -0.03235255
  0.2966082 -0.03226657
  0.3031006 -0.03216903
  0.3095945 -0.03206009
  0.3160898 -0.03193988
  0.3225863 -0.03180857
  0.329084 -0.0316663
  0.3355826 -0.03151322
  0.342082 -0.03134936
  0.3485818 -0.0311746
  0.3550813 -0.03098884
  0.3615799 -0.03079197
  0.3680766 -0.03058391
  0.3745701 -0.03036459
  0.3810591 -0.03013395
  0.3875421 -0.02989189
  0.3940175 -0.02963789
  0.4004843 -0.02937126
  0.4069418 -0.02909127
  0.41339 -0.0287972
  0.419829 -0.02848833
  0.4262598 -0.02816388
  0.4326835 -0.02782307
  0.4391017 -0.02746522
  0.4455165 -0.02709032
  0.4519297 -0.02669858
  0.458343 -0.0262902
  0.4647585 -0.02586536
  0.4711777 -0.02542422
  0.4776025 -0.02496693
  0.4840346 -0.02449363
  0.4904757 -0.02400453
  0.4969275 -0.02350047
  0.5033911 -0.02298258
  0.5098678 -0.02245204
  0.5163579 -0.02191006
  0.5228617 -0.02135788
  0.5293789 -0.02079683
  0.5359091 -0.02022827
  0.5424509 -0.01965359
  0.5490032 -0.01907375
  0.5555644 -0.0184895
  0.5621329 -0.0179016
  0.5687074 -0.01731079
  0.5752861 -0.01671784
  0.5818678 -0.01612351
  0.5884507 -0.01552858
  0.5950333 -0.01493382
  0.6016142 -0.01433988
  0.6081922 -0.01374736
  0.6147662 -0.0131568
  0.6213354 -0.01256873
  0.6278995 -0.01198364
  0.6344582 -0.01140202
  0.6410116 -0.0108243
  0.6475599 -0.01025091
  0.6541036 -0.009682247
  0.6606431 -0.009118669
  0.6671788 -0.008560559
  0.6737107 -0.008008306
  0.6802391 -0.007462305
  0.6867638 -0.006922957
  0.6932848 -0.006390673
  0.6998019 -0.005865868
  0.7063147 -0.005348993
  0.7128231 -0.004840511
  0.7193271 -0.004340874
  0.7258266 -0.003850523
  0.7323218 -0.003369889
  0.7388129 -0.002899393
  0.7453004 -0.00243945
  0.7517846 -0.001990454
  0.7582661 -0.00155274
  0.764745 -0.001126631
  0.7712212 -0.0007124668
  0.7776947 -0.000310597
  0.7841649 7.861738e-05
  0.7906312 0.0004548079
  0.7970927 0.0008175931
  0.8035485 0.001166406
  0.8099976 0.001500507
  0.8164396 0.001819175
  0.8228743 0.002121711
  0.8293015 0.002407435
  0.8357215 0.002675684
  0.8421349 0.00292581
  0.8485423 0.003157216
  0.8549438 0.003369336
  0.8613393 0.003561592
  0.8677283 0.003733401
  0.8741099 0.003884182
  0.8804829 0.004013361
  0.8868455 0.004120085
  0.8931957 0.004202998
  0.8995312 0.00426073
  0.9058495 0.004291967
  0.9121478 0.004295461
  0.9184229 0.004270002
  0.9246716 0.004213996
  0.9308909 0.004125642
  0.9370778 0.004003246
  0.9432297 0.003845235
  0.9493439 0.003650138
  0.9554108 0.003416716
  0.961405 0.003144756
  0.9672875 0.00283565
  0.9730108 0.002491976
  0.978513 0.002114461
  0.9837172 0.001706687
  0.9885586 0.001276088
  0.9929843 0.0008308524
  0.9969448 0.0003822951
  1.0 0.0
