NACA 66-210
  1.0 0.0
  0.9969844 0.0003979
  0.9933454 0.0008849514
  0.9895177 0.001405433
  0.9854836 0.001963062
  0.9812241 0.002561938
  0.9767205 0.003206465
  0.9719546 0.003901193
  0.9669119 0.004650494
  0.9615842 0.005458027
  0.9559748 0.006325934
  0.9501037 0.007253781
  0.9440122 0.008237117
  0.9377891 0.009261378
  0.9316275 0.01029272
  0.9255088 0.01133142
  0.9193908 0.01238211
  0.9132439 0.01344753
  0.9070506 0.01452847
  0.9008158 0.01562171
  0.8946077 0.01671298
  0.8884277 0.01780075
  0.8822619 0.0188864
  0.8760997 0.01997085
  0.8699329 0.02105455
  0.8637562 0.02213744
  0.8575667 0.02321901
  0.8513644 0.02429827
  0.8451518 0.0253738
  0.838933 0.02644431
  0.8327117 0.02750868
  0.8264911 0.02856594
  0.8202738 0.02961524
  0.8140616 0.03065584
  0.8078557 0.03168712
  0.8016567 0.03270858
  0.7954646 0.0337198
  0.789279 0.03472017
  0.7830993 0.03570903
  0.7769245 0.03668574
  0.770754 0.03764968
  0.7645867 0.03860023
  0.7584215 0.03953679
  0.7522571 0.0404588
  0.7460923 0.04136571
  0.7399259 0.04225742
  0.733757 0.04313398
  0.7275854 0.0439954
  0.7214111 0.0448416
  0.7152346 0.04567247
  0.7090569 0.04648784
  0.7028794 0.04728747
  0.6967039 0.04807107
  0.6905323 0.04883756
  0.6843664 0.04958542
  0.6782074 0.05031316
  0.6720562 0.05101937
  0.6659135 0.05170271
  0.6597795 0.05236189
  0.653654 0.05299569
  0.6475367 0.05360293
  0.6414269 0.05418288
  0.6353237 0.05473521
  0.6292257 0.05525967
  0.6231312 0.05575599
  0.6170381 0.05622392
  0.6109439 0.05666319
  0.6048456 0.05707349
  0.5987399 0.0574545
  0.5926233 0.05780666
  0.5864925 0.05813185
  0.5803454 0.05843207
  0.5741805 0.05870924
  0.5679976 0.05896529
  0.5617972 0.0592021
  0.555581 0.05942159
  0.5493518 0.05962566
  0.5431132 0.05981572
  0.536869 0.05999181
  0.5306221 0.06015375
  0.5243752 0.06030141
  0.5181298 0.06043471
  0.5118872 0.06055358
  0.5056476 0.06065798
  0.4994111 0.06074787
  0.4931766 0.06082326
  0.4869432 0.06088418
  0.4807101 0.0609307
  0.4744766 0.06096285
  0.4682423 0.06098067
  0.4620069 0.06098419
  0.4557702 0.06097344
  0.4495325 0.06094843
  0.4432939 0.06090921
  0.4370547 0.0608558
  0.4308153 0.06078821
  0.4245759 0.06070647
  0.4183365 0.06061062
  0.4120975 0.06050068
  0.4058589 0.06037667
  0.3996207 0.06023862
  0.3933829 0.06008656
  0.3871456 0.05992047
  0.3809087 0.05974034
  0.3746722 0.05954616
  0.3684363 0.05933793
  0.3622009 0.05911563
  0.3559662 0.05887925
  0.3497322 0.05862878
  0.3434991 0.0583642
  0.3372669 0.05808547
  0.3310359 0.0577925
  0.324806 0.05748523
  0.3185774 0.0571636
  0.3123503 0.05682753
  0.3061247 0.05647696
  0.2999008 0.05611182
  0.2936785 0.05573203
  0.2874581 0.05533739
  0.2812398 0.05492769
  0.2750237 0.05450273
  0.2688103 0.05406229
  0.2625999 0.05360617
  0.2563929 0.0531342
  0.2501898 0.05264618
  0.2439912 0.05214194
  0.2377975 0.05162117
  0.2316092 0.05108353
  0.2254263 0.05052864
  0.2192486 0.04995613
  0.2130759 0.04936557
  0.2069077 0.04875655
  0.200743 0.04812859
  0.194581 0.04748118
  0.1884209 0.04681367
  0.1822626 0.04612539
  0.1761071 0.04541577
  0.1699559 0.04468437
  0.1638116 0.04393085
  0.1576777 0.04315505
  0.1515584 0.04235696
  0.1454586 0.04153671
  0.1393833 0.04069403
  0.1333351 0.03982808
  0.1273143 0.03893768
  0.1213184 0.03802128
  0.1153424 0.0370769
  0.1093791 0.03610211
  0.1034189 0.03509388
  0.09744977 0.03404854
  0.09145943 0.03296249
  0.08545075 0.03183545
  0.07945137 0.0306722
  0.07351306 0.0294831
  0.06770127 0.02828013
  0.0620515 0.02706296
  0.0565461 0.02582018
  0.0511281 0.02453143
  0.04570778 0.02316638
  0.04021023 0.02170192
  0.0347175 0.02016211
  0.0294922 0.0186299
  0.0248118 0.01720471
  0.0207915 0.01593323
  0.01742663 0.01478211
  0.01464222 0.01372123
