 E176  (8.83%)                
  1.0 0.0
  0.9969128 0.0002968862
  0.9927025 0.0007262622
  0.9878816 0.001251012
  0.9826252 0.001860034
  0.9770282 0.002541591
  0.971189 0.003276352
  0.9652021 0.004043951
  0.9591423 0.004833521
  0.9530603 0.005638399
  0.9469749 0.006455739
  0.9408808 0.007285158
  0.9347711 0.00812598
  0.9286435 0.00897691
  0.9225004 0.009835989
  0.916348 0.0107013
  0.9101929 0.01157192
  0.9040395 0.01244731
  0.8978898 0.01332723
  0.8917438 0.01421175
  0.8855994 0.0151011
  0.8794544 0.01599526
  0.8733071 0.01689411
  0.8671567 0.01779742
  0.8610028 0.01870487
  0.8548462 0.01961602
  0.8486877 0.02053048
  0.8425283 0.02144801
  0.8363686 0.02236841
  0.830209 0.02329151
  0.8240494 0.02421722
  0.8178894 0.02514547
  0.8117286 0.02607617
  0.8055661 0.02700906
  0.7994015 0.02794382
  0.7932346 0.02888012
  0.7870653 0.02981757
  0.7808936 0.03075577
  0.7747199 0.03169427
  0.7685446 0.03263273
  0.7623684 0.03357098
  0.7561919 0.03450886
  0.7500156 0.03544621
  0.74384 0.0363829
  0.7376659 0.03731878
  0.7314936 0.03825369
  0.7253237 0.03918743
  0.7191566 0.0401196
  0.7129925 0.04104974
  0.7068314 0.04197745
  0.7006734 0.04290234
  0.6945179 0.04382406
  0.6883647 0.04474226
  0.682213 0.04565663
  0.6760623 0.04656702
  0.6699119 0.04747338
  0.6637614 0.04837565
  0.6576108 0.04927374
  0.6514602 0.05016754
  0.6453098 0.05105689
  0.6391601 0.05194161
  0.6330118 0.05282147
  0.6268657 0.05369591
  0.6207226 0.05456411
  0.6145832 0.05542524
  0.608448 0.05627851
  0.6023177 0.05712312
  0.5961928 0.05795831
  0.5900737 0.05878332
  0.5839607 0.0595974
  0.5778541 0.0603997
  0.571754 0.0611893
  0.5656604 0.06196529
  0.5595727 0.06272683
  0.5534906 0.06347308
  0.5474131 0.06420324
  0.5413393 0.06491654
  0.5352682 0.06561223
  0.5291983 0.06628993
  0.5231289 0.06694953
  0.5170593 0.06759086
  0.5109891 0.06821374
  0.5049183 0.06881796
  0.4988471 0.06940325
  0.4927759 0.06996934
  0.4867057 0.07051594
  0.4806373 0.07104253
  0.4745716 0.07154848
  0.468509 0.07203317
  0.4624499 0.07249602
  0.4563944 0.07293646
  0.4503421 0.07335396
  0.4442927 0.07374799
  0.4382454 0.07411804
  0.4321995 0.07446381
  0.4261544 0.07478512
  0.4201098 0.07508174
  0.4140655 0.07535346
  0.4080217 0.07560002
  0.4019786 0.0758212
  0.3959369 0.07601673
  0.3898973 0.07618634
  0.3838605 0.07632961
  0.3778272 0.07644607
  0.3717978 0.07653527
  0.3657722 0.07659677
  0.3597504 0.07663011
  0.3537319 0.07663486
  0.347716 0.07661055
  0.341702 0.07655693
  0.3356888 0.07647411
  0.329676 0.07636223
  0.3236627 0.07622142
  0.3176486 0.07605178
  0.3116332 0.07585344
  0.3056164 0.07562648
  0.2995981 0.07537103
  0.2935781 0.07508728
  0.2875569 0.07477544
  0.2815346 0.07443576
  0.275512 0.07406848
  0.2694899 0.0736739
  0.2634694 0.07325232
  0.2574516 0.07280403
  0.2514378 0.07232887
  0.2454292 0.07182651
  0.2394266 0.0712966
  0.2334306 0.07073877
  0.2274415 0.07015265
  0.2214593 0.06953782
  0.2154839 0.06889387
  0.2095152 0.0682203
  0.2035532 0.06751667
  0.1975986 0.06678257
  0.1916521 0.06601761
  0.1857147 0.0652215
  0.1797877 0.06439394
  0.1738728 0.06353436
  0.1679714 0.06264193
  0.1620846 0.06171578
  0.1562134 0.06075502
  0.1503582 0.05975875
  0.1445193 0.05872599
  0.1386975 0.0576554
  0.1328942 0.05654545
  0.1271124 0.05539495
  0.1213562 0.05420301
  0.1156306 0.05296914
  0.1099416 0.05169305
  0.1042937 0.05037364
  0.09868759 0.04900884
  0.09311973 0.04759562
  0.087583 0.04612984
  0.08206749 0.04460592
  0.07657115 0.04301828
  0.07111208 0.04136676
  0.06572827 0.0396587
  0.06047254 0.03790892
  0.05539615 0.03613325
  0.05050586 0.03433167
  0.04575939 0.03248608
  0.0410802 0.03056128
  0.03636995 0.02850373
  0.03165466 0.02630291
  0.02721834 0.02408289
  0.02337929 0.02202859
  0.0202006 0.02021257
  0.0175233 0.01857271
  0.01517899 0.01702887
  0.0130484 0.01551491
  0.01104189 0.01396819
  0.00910319 0.01234555
  0.007303782 0.01072293
  0.005770775 0.009253627
  0.004527006 0.00800608
  0.003515925 0.006957339
  0.002690492 0.006057538
  0.002019387 0.005258206
  0.001473952 0.004525684
  0.001033574 0.003837572
  0.0006846025 0.003178338
  0.0004185089 0.002536377
  0.000230686 0.001902217
  0.0001198647 0.001267315
  8.74832e-05 0.0006235184
  0.0001315901 -3.260585e-05
  0.0002492099 -0.0007007423
  0.0004402109 -0.001379655
  0.0007069634 -0.002066773
  0.001054173 -0.002757337
  0.001488755 -0.00344292
  0.002019425 -0.004109184
  0.002657804 -0.004744286
  0.003420559 -0.005347014
  0.004329331 -0.005917871
  0.005412337 -0.006459433
  0.006706167 -0.006978851
  0.008256048 -0.007493817
  0.01010814 -0.008046149
  0.0123122 -0.008680924
  0.01492629 -0.009399975
  0.01792594 -0.01016768
  0.02118642 -0.01091727
  0.02464024 -0.01160143
  0.0283576 -0.01222194
  0.0324462 -0.01279358
  0.03702742 -0.01333058
  0.04217877 -0.01384795
  0.04780054 -0.01434293
  0.05364843 -0.01478829
  0.05949927 -0.01516861
  0.06526798 -0.01548553
  0.07099826 -0.01574914
  0.07675557 -0.01596847
  0.08258409 -0.01614994
  0.08850616 -0.01629863
  0.09451834 -0.01641903
  0.1005933 -0.0165138
  0.1067011 -0.01658378
  0.1128192 -0.01663029
  0.1189342 -0.01665504
  0.1250417 -0.01665993
  0.1311459 -0.01664677
  0.1372546 -0.01661704
  0.1433735 -0.01657205
  0.1495064 -0.01651312
  0.155655 -0.01644158
  0.1618186 -0.01635876
  0.1679945 -0.01626599
  0.174179 -0.01616395
  0.1803689 -0.01605316
  0.1865621 -0.01593411
  0.1927568 -0.01580732
  0.1989524 -0.01567329
  0.2051489 -0.01553248
  0.2113471 -0.01538537
  0.217548 -0.01523237
  0.2237522 -0.01507391
  0.2299601 -0.01491041
  0.2361718 -0.01474231
  0.2423874 -0.01457006
  0.2486065 -0.0143941
  0.2548283 -0.01421488
  0.2610523 -0.01403262
  0.2672779 -0.0138475
  0.2735046 -0.01365969
  0.2797322 -0.01346935
  0.2859605 -0.01327665
  0.2921895 -0.01308174
  0.2984193 -0.01288479
  0.3046503 -0.01268596
  0.3108826 -0.01248548
  0.3171166 -0.01228358
  0.3233523 -0.01208051
  0.3295899 -0.01187651
  0.3358292 -0.01167181
  0.3420703 -0.01146668
  0.3483129 -0.01126135
  0.3545568 -0.01105604
  0.3608005 -0.01085082
  0.3670434 -0.0106457
  0.3732858 -0.01044066
  0.379528 -0.01023567
  0.3857704 -0.01003072
  0.3920133 -0.009825788
  0.3982569 -0.009620845
  0.4045008 -0.009415913
  0.4107432 -0.009211155
  0.4169839 -0.009006779
  0.4232228 -0.008802988
  0.42946 -0.008599982
  0.4356954 -0.008397957
  0.4419293 -0.008197106
  0.448162 -0.007997617
  0.454394 -0.007799677
  0.4606256 -0.007603427
  0.4668576 -0.007408818
  0.4730901 -0.007215748
  0.4793235 -0.007024121
  0.485558 -0.006833844
  0.4917934 -0.006644829
  0.4980298 -0.006456989
  0.5042668 -0.006270245
  0.5105042 -0.006084517
  0.5167413 -0.005899798
  0.5229778 -0.005716227
  0.5292134 -0.005533965
  0.5354477 -0.005353166
  0.5416806 -0.005173981
  0.5479122 -0.004996558
  0.5541425 -0.004821043
