S7075 (9%)
  1.0 0.0
  0.9968134 0.0005218855
  0.9926868 0.001287178
  0.9880202 0.002192527
  0.9828761 0.003197724
  0.9773457 0.004267958
  0.971524 0.005390705
  0.9655142 0.006556706
  0.9593992 0.007754537
  0.9532246 0.008978232
  0.9469994 0.01022545
  0.9407281 0.01149193
  0.9344202 0.01277225
  0.9280888 0.01406178
  0.9217451 0.01535713
  0.9153971 0.0166555
  0.9090499 0.01795439
  0.9027067 0.01925138
  0.8963701 0.02054424
  0.8900415 0.02183099
  0.8837221 0.02310985
  0.8774134 0.024379
  0.8711177 0.02563653
  0.8648376 0.02688039
  0.8585744 0.02810841
  0.8523263 0.02931896
  0.8460886 0.03051098
  0.8398537 0.03168411
  0.8336137 0.03283985
  0.8273641 0.03398005
  0.8211043 0.03510577
  0.8148378 0.0362174
  0.8085715 0.037314
  0.8023121 0.03839301
  0.7960636 0.03945209
  0.7898274 0.04048942
  0.7836026 0.04150363
  0.7773859 0.04249421
  0.7711736 0.04346142
  0.7649617 0.04440558
  0.7587456 0.04532701
  0.7525208 0.046226
  0.7462826 0.04710351
  0.7400275 0.04796156
  0.7337541 0.04880201
  0.727463 0.04962643
  0.7211569 0.05043621
  0.7148404 0.05123212
  0.708518 0.05201376
  0.702193 0.05278067
  0.6958673 0.0535326
  0.6895412 0.05426945
  0.6832135 0.05499135
  0.6768823 0.05569877
  0.6705461 0.05639229
  0.6642042 0.0570724
  0.6578563 0.05773952
  0.6515033 0.05839399
  0.6451463 0.05903598
  0.6387869 0.05966537
  0.6324261 0.06028199
  0.6260648 0.06088575
  0.6197032 0.06147658
  0.6133416 0.06205443
  0.6069796 0.06261929
  0.6006172 0.06317116
  0.594254 0.06371001
  0.5878898 0.06423585
  0.5815245 0.06474863
  0.5751579 0.06524835
  0.56879 0.065735
  0.5624207 0.0662086
  0.5560503 0.06666916
  0.5496789 0.0671167
  0.543307 0.06755119
  0.536935 0.06797262
  0.5305635 0.06838079
  0.5241929 0.06877547
  0.5178234 0.06915642
  0.5114553 0.06952342
  0.5050887 0.06987627
  0.4987235 0.07021476
  0.4923597 0.07053874
  0.485997 0.07084807
  0.4796351 0.07114262
  0.4732737 0.07142225
  0.4669123 0.07168682
  0.4605504 0.07193625
  0.4541877 0.07217054
  0.447824 0.0723897
  0.4414597 0.07259374
  0.4350955 0.07278265
  0.4287323 0.07295642
  0.4223714 0.07311488
  0.4160137 0.07325759
  0.4096598 0.07338411
  0.4033099 0.07349401
  0.3969638 0.0735869
  0.3906208 0.07366236
  0.38428 0.07372014
  0.3779408 0.07376009
  0.371603 0.07378208
  0.3652667 0.07378594
  0.3589322 0.07377154
  0.3526004 0.07373868
  0.3462721 0.07368703
  0.3399478 0.07361619
  0.3336279 0.07352579
  0.3273123 0.07341543
  0.3210008 0.07328472
  0.3146929 0.07313333
  0.3083884 0.07296097
  0.3020872 0.07276738
  0.2957896 0.07255231
  0.2894961 0.07231552
  0.2832077 0.07205673
  0.2769252 0.07177545
  0.2706493 0.07147116
  0.2643806 0.07114333
  0.2581195 0.07079144
  0.2518661 0.07041493
  0.2456208 0.07001319
  0.2393837 0.06958559
  0.2331555 0.06913151
  0.2269369 0.06865036
  0.2207285 0.06814155
  0.2145315 0.06760435
  0.2083463 0.06703796
  0.2021733 0.06644156
  0.1960125 0.06581431
  0.1898637 0.06515535
  0.183727 0.06446386
  0.1776031 0.06373915
  0.1714938 0.06298064
  0.1654015 0.06218788
  0.1593293 0.06136009
  0.1532801 0.06049592
  0.1472565 0.05959393
  0.1412602 0.05865273
  0.1352925 0.05767083
  0.1293547 0.05664655
  0.1234481 0.05557827
  0.117574 0.0544644
  0.1117338 0.05330342
  0.1059303 0.05209382
  0.1001677 0.05083455
  0.09445228 0.04952518
  0.08879198 0.0481654
  0.08319632 0.04675373
  0.07767542 0.04528913
  0.07223948 0.0437713
  0.06689967 0.04219993
  0.06166908 0.04057524
  0.05656164 0.03889901
  0.05159288 0.0371745
  0.04678934 0.03540899
  0.04218847 0.03361706
  0.03782924 0.03181718
  0.03374774 0.03002399
  0.02996817 0.02825155
  0.02649783 0.02651283
  0.02333553 0.02482066
  0.02047929 0.02319051
  0.01791807 0.02163519
  0.01563227 0.02015936
  0.01360424 0.01875585
  0.01181307 0.01741819
  0.01023377 0.01614142
  0.00884074 0.01492095
  0.007613832 0.0137525
  0.006534471 0.01263019
  0.005584646 0.01154727
  0.004748645 0.01049738
  0.004013293 0.009474872
  0.003365574 0.00847583
  0.002792905 0.007499911
  0.002285876 0.006549201
  0.001836906 0.005626707
  0.001439392 0.004735359
  0.001087345 0.003877424
  0.0007789032 0.00305465
  0.0005210031 0.002267277
  0.0003185166 0.001512107
  0.0001743559 0.0007842112
  9.113954e-05 7.80164e-05
  7.228645e-05 -0.0006123454
  0.0001229452 -0.001293104
  0.0002484732 -0.001970154
  0.0004483208 -0.002645702
  0.0007227359 -0.003319629
  0.001074266 -0.003989798
  0.001507267 -0.00465123
  0.002027149 -0.005294643
  0.002639293 -0.005907592
  0.003349762 -0.006487398
  0.004164695 -0.007036109
  0.005089266 -0.007557988
