S7075 (9%)
  0.006126408 -0.008060815
  0.007274593 -0.00855789
  0.008528113 -0.009067196
  0.009895298 -0.009593554
  0.01139213 -0.0101351
  0.01303702 -0.01068876
  0.01485256 -0.01125033
  0.01686987 -0.01181515
  0.01913168 -0.01238163
  0.02168848 -0.01295191
  0.02459741 -0.01353039
  0.027912 -0.01412564
  0.03165809 -0.01474359
  0.0358159 -0.01536774
  0.04032213 -0.01597403
  0.0451226 -0.01654399
  0.05020892 -0.01707209
  0.05556938 -0.01755826
  0.06116815 -0.01800466
  0.06694561 -0.01841164
  0.07284046 -0.0187759
  0.07880815 -0.01909701
  0.0848299 -0.01937719
  0.0909032 -0.01961912
  0.09702595 -0.01982545
  0.1031945 -0.01999897
  0.1094034 -0.02014244
  0.115647 -0.02025825
  0.1219193 -0.0203489
  0.1282141 -0.02041706
  0.1345255 -0.02046502
  0.1408488 -0.02049361
  0.1471812 -0.02050349
  0.1535219 -0.02049533
  0.1598724 -0.02046985
  0.166235 -0.02042817
  0.1726111 -0.02037163
  0.1790004 -0.02030158
  0.1854009 -0.02021944
  0.1918092 -0.02012645
  0.1982217 -0.02002301
  0.2046363 -0.01990933
  0.2110524 -0.01978559
  0.2174708 -0.01965193
  0.2238938 -0.01950859
  0.2303241 -0.01935632
  0.236763 -0.019196
  0.2432108 -0.01902855
  0.2496665 -0.01885494
  0.2561278 -0.01867612
  0.2625918 -0.01849249
  0.2690563 -0.01830405
  0.27552 -0.0181108
  0.2819827 -0.0179127
  0.2884452 -0.01770968
  0.2949091 -0.01750176
  0.3013759 -0.01728928
  0.3078468 -0.01707266
  0.314322 -0.0168523
  0.3208015 -0.01662867
  0.3272841 -0.01640224
  0.3337686 -0.01617332
  0.3402536 -0.01594197
  0.3467386 -0.01570822
  0.3532232 -0.01547208
  0.3597077 -0.01523355
  0.366193 -0.01499259
  0.3726802 -0.01474934
  0.3791703 -0.01450411
  0.3856638 -0.01425724
  0.3921607 -0.01400908
  0.3986609 -0.01376
  0.4051637 -0.01351039
  0.4116678 -0.0132605
  0.4181724 -0.01301034
  0.4246768 -0.01275988
  0.4311804 -0.0125091
  0.4376833 -0.01225797
  0.4441855 -0.01200643
  0.4506874 -0.01175446
  0.4571894 -0.01150214
  0.4636918 -0.01124956
  0.4701948 -0.01099682
  0.4766983 -0.01074402
  0.4832022 -0.01049128
  0.4897062 -0.01023871
  0.49621 -0.009986399
  0.5027132 -0.009734448
  0.5092157 -0.009482938
  0.5157174 -0.009231954
  0.5222182 -0.008981577
  0.5287181 -0.008731883
  0.5352172 -0.008482934
  0.5417156 -0.008234781
  0.5482135 -0.007987473
  0.554711 -0.007741059
  0.5612083 -0.007495588
  0.5677056 -0.007251105
  0.5742031 -0.007007608
  0.580701 -0.00676503
  0.5871994 -0.0065233
  0.5936985 -0.006282347
  0.6001981 -0.006042106
  0.6066982 -0.00580251
  0.6131988 -0.005563437
  0.6196995 -0.005324614
  0.6262 -0.005085753
  0.6326996 -0.00484657
  0.6391977 -0.004606789
  0.6456932 -0.004366142
  0.6521852 -0.00412435
  0.6586728 -0.003881086
  0.665156 -0.003635987
  0.6716355 -0.003388665
  0.6781125 -0.003138707
  0.6845891 -0.002885669
  0.6910678 -0.002629307
  0.697551 -0.002370055
  0.7040395 -0.002108523
  0.7105332 -0.001845373
  0.7170306 -0.001581323
  0.7235287 -0.001317141
  0.7300239 -0.001053097
  0.7365131 -0.0007885601
  0.7429951 -0.0005227521
  0.7494704 -0.0002548304
  0.7559412 1.611504e-05
  0.7624112 0.0002909653
  0.7688848 0.0005696944
  0.7753642 0.0008516942
  0.7818495 0.001136248
  0.7883382 0.001422528
  0.7948255 0.001709578
  0.8013047 0.001995567
  0.8077688 0.002277601
  0.8142115 0.002552781
  0.820627 0.002818312
  0.8270101 0.003071514
  0.8333565 0.003309182
  0.8396641 0.00352703
  0.8459333 0.003720893
  0.8521671 0.003886826
  0.8583708 0.004021038
  0.8645517 0.004121021
  0.8707182 0.004186541
  0.8768799 0.004217445
  0.8830475 0.004213362
  0.8892333 0.004173795
  0.8954491 0.00410059
  0.9017018 0.00399782
  0.9079909 0.003869838
  0.9143078 0.00372132
  0.9206378 0.003555176
  0.9269681 0.003371484
  0.9332915 0.003170062
  0.939607 0.002950677
  0.9459141 0.002713722
  0.9522061 0.002460186
  0.9584683 0.002191471
  0.9646747 0.001909606
  0.9707822 0.001617666
  0.9767313 0.001321002
  0.9824259 0.001030665
  0.9877432 0.0007573914
  0.9925531 0.0005033572
  0.9967738 0.0002538426
  1.0 0.0
