FX 84-W-127
  0.1535553 -0.02898235
  0.1603111 -0.02905031
  0.1670947 -0.02910122
  0.1739008 -0.02913695
  0.1807241 -0.02915867
  0.187561 -0.0291669
  0.1944104 -0.02916215
  0.2012738 -0.02914501
  0.2081535 -0.02911665
  0.2150495 -0.02907844
  0.2219595 -0.02903183
  0.2288788 -0.02897804
  0.2358023 -0.02891725
  0.2427271 -0.02884928
  0.2496526 -0.02877397
  0.2565806 -0.02869123
  0.2635133 -0.02860139
  0.2704518 -0.02850493
  0.2773952 -0.02840236
  0.2843413 -0.02829416
  0.2912876 -0.02818037
  0.2982328 -0.0280608
  0.3051777 -0.02793526
  0.3121248 -0.02780352
  0.3190776 -0.02766581
  0.3260382 -0.02752288
  0.3330064 -0.02737556
  0.3399796 -0.02722474
  0.3469532 -0.027071
  0.3539227 -0.0269139
  0.3608858 -0.0267528
  0.3678422 -0.02658699
  0.3747936 -0.02641577
  0.3817431 -0.02623888
  0.3886932 -0.02605646
  0.3956453 -0.0258687
  0.4025998 -0.02567579
  0.4095559 -0.02547792
  0.4165125 -0.02527511
  0.4234686 -0.02506734
  0.4304236 -0.02485458
  0.437377 -0.02463681
  0.4443285 -0.02441398
  0.4512783 -0.02418598
  0.4582271 -0.02395271
  0.4651757 -0.02371405
  0.4721255 -0.02346988
  0.4790779 -0.0232203
  0.486033 -0.02296559
  0.49299 -0.02270604
  0.4999469 -0.02244203
  0.5069004 -0.02217381
  0.5138478 -0.02190092
  0.5207878 -0.02162271
  0.5277211 -0.02133845
  0.53465 -0.02104732
  0.5415783 -0.02074888
  0.5485093 -0.02044343
  0.5554449 -0.02013141
  0.5623855 -0.01981333
  0.5693299 -0.01948972
  0.5762759 -0.01916086
  0.5832216 -0.0188267
  0.5901656 -0.01848718
  0.5971072 -0.0181422
  0.6040463 -0.01779164
  0.6109833 -0.01743539
  0.6179189 -0.01707328
  0.6248544 -0.01670515
  0.6317911 -0.0163308
  0.6387311 -0.01595025
  0.6456754 -0.01556388
  0.6526244 -0.01517215
  0.6595773 -0.01477558
  0.6665326 -0.01437469
  0.6734885 -0.0139696
  0.6804439 -0.01356024
  0.6873989 -0.01314647
  0.6943547 -0.01272812
  0.701313 -0.01230519
  0.7082755 -0.01187805
  0.7152432 -0.0114471
  0.7222162 -0.01101279
  0.7291943 -0.01057558
  0.7361766 -0.01013585
  0.7431624 -0.009694004
  0.7501507 -0.00925042
  0.7571404 -0.008805555
  0.7641305 -0.008360041
  0.7711203 -0.007914542
  0.7781091 -0.00746971
  0.7850966 -0.007026113
  0.7920816 -0.006584095
  0.7990621 -0.006144019
  0.8060344 -0.005706325
  0.8129946 -0.005271896
  0.8199396 -0.004842333
  0.8268693 -0.004419149
  0.8337858 -0.004003651
  0.8406923 -0.003596443
  0.84759 -0.003197775
  0.8544768 -0.002808047
  0.8613485 -0.002428151
  0.8682009 -0.002059903
  0.8750321 -0.001705116
  0.8818423 -0.001365392
  0.8886322 -0.001041944
  0.8954005 -0.0007359135
  0.9021444 -0.0004485437
  0.9088595 -0.0001815124
  0.9155406 6.337669e-05
  0.9221815 0.0002842979
  0.9287748 0.0004790292
  0.9353114 0.0006453851
  0.9417798 0.0007815485
  0.9481636 0.000886168
  0.9544411 0.0009581378
  0.9605808 0.0009961862
  0.9665403 0.0009992392
  0.9722787 0.0009631571
  0.977768 0.0008849144
  0.9829791 0.0007695039
  0.987872 0.0006231572
  0.9924213 0.0004441958
  0.9966246 0.0002286459
  1.0 0.0
