FX 83-W-160
  1.0 0.0
  0.9971359 0.001857494
  0.9933861 0.003108546
  0.9896784 0.004639088
  0.9857435 0.006136334
  0.9815402 0.00767052
  0.9771026 0.009313892
  0.9724225 0.01102947
  0.9674597 0.0127905
  0.9621882 0.01461482
  0.9566176 0.0165169
  0.9507793 0.01848738
  0.9446978 0.02051367
  0.9383877 0.02258947
  0.9318727 0.02470827
  0.9251905 0.02685751
  0.9183739 0.02902035
  0.9114351 0.03118602
  0.9043723 0.03335594
  0.8971963 0.03553407
  0.8899382 0.03771755
  0.8826321 0.03989382
  0.8752958 0.04205251
  0.8679299 0.04418985
  0.8605304 0.04630757
  0.8530993 0.04840655
  0.8456447 0.0504856
  0.8381755 0.05254184
  0.8306973 0.05457313
  0.8232119 0.05657845
  0.8157199 0.05855754
  0.808223 0.06050999
  0.8007242 0.06243499
  0.7932276 0.06433093
  0.7857362 0.06619582
  0.7782514 0.0680281
  0.770773 0.0698267
  0.7632998 0.07159142
  0.7558291 0.07332251
  0.7483569 0.07502049
  0.7408785 0.07668639
  0.7333931 0.07832127
  0.7259062 0.07992498
  0.7184296 0.08149608
  0.7109782 0.08303042
  0.7035587 0.08452253
  0.696166 0.08596926
  0.6887838 0.08736965
  0.6813888 0.08872722
  0.6739656 0.09004885
  0.6665134 0.09133912
  0.6590461 0.09260014
  0.6515898 0.09382926
  0.6441649 0.09501881
  0.6367773 0.09616307
  0.6294189 0.0972587
  0.6220696 0.09830529
  0.6147097 0.09930719
  0.6073309 0.1002682
  0.5999368 0.1011905
  0.5925434 0.1020745
  0.5851702 0.1029164
  0.5778253 0.1037117
  0.5705021 0.1044574
  0.5631806 0.1051518
  0.5558311 0.1057972
  0.5484323 0.1064006
  0.5409823 0.1069681
  0.5335002 0.1075044
  0.5260258 0.1080114
  0.5185985 0.1084813
  0.511232 0.1089051
  0.5039141 0.1092755
  0.4966089 0.1095868
  0.4892666 0.1098411
  0.4818511 0.1100482
  0.4743525 0.1102176
  0.4667901 0.1103588
  0.4592133 0.1104774
  0.4516704 0.110567
  0.4441819 0.1106192
  0.4367399 0.1106266
  0.4293115 0.1105826
  0.4218539 0.1104892
  0.4143416 0.110353
  0.4067727 0.1101809
  0.3991712 0.1099807
  0.3915797 0.1097549
  0.3840286 0.109498
  0.3765237 0.1092041
  0.3690478 0.1088663
  0.3615655 0.1084806
  0.354047 0.1080506
  0.3464837 0.1075825
  0.3388906 0.1070838
  0.3313057 0.1065613
  0.3237652 0.1060119
  0.3162819 0.1054294
  0.3088453 0.1048062
  0.3014244 0.1041347
  0.293987 0.1034161
  0.2865197 0.102655
  0.2790312 0.1018585
  0.2715513 0.1010344
  0.2641127 0.1001819
  0.25673 0.09929668
  0.2493989 0.09837235
  0.2420994 0.09740263
  0.2348115 0.09638727
  0.2275277 0.09532865
  0.2202542 0.09423107
  0.2130088 0.09309846
  0.2058086 0.0919309
  0.1986631 0.09072717
  0.1915748 0.0894852
  0.1845414 0.08820361
  0.1775627 0.08688244
  0.1706417 0.08552244
  0.1637845 0.08412502
  0.1570008 0.08269212
  0.1503038 0.08122675
  0.1437096 0.07973295
  0.1372355 0.0782136
  0.1308941 0.07666893
  0.1246921 0.07509841
  0.1186312 0.07350152
  0.1127158 0.07188149
  0.1069594 0.07024537
  0.1013817 0.06860257
  0.09600338 0.06695973
  0.090836 0.06531653
  0.08587884 0.06367053
  0.08112341 0.06201862
  0.07656008 0.06036329
  0.07218732 0.05871289
  0.06800961 0.05707771
  0.06403321 0.05546771
  0.06026271 0.05388507
  0.05669478 0.05232689
  0.05331958 0.05078927
  0.05012413 0.0492681
  0.04709424 0.04776276
  0.04421852 0.04627719
  0.04148911 0.04481608
  0.03889991 0.04338411
  0.03644562 0.0419851
  0.0341227 0.04061841
  0.03192668 0.03928047
  0.02985125 0.0379677
  0.02788923 0.03667664
  0.02603317 0.03540414
  0.02427546 0.03414832
  0.02260865 0.03290944
  0.02102645 0.0316881
  0.01952339 0.03048497
  0.01809463 0.0293007
  0.0167358 0.02813586
  0.01544379 0.02699017
  0.01421736 0.02586176
  0.01305502 0.02474878
  0.01195495 0.02364955
  0.01091513 0.02256255
  0.009933401 0.02148643
  0.009007568 0.02042005
  0.008135262 0.019363
  0.007314027 0.01831524
  0.006541462 0.01727655
  0.005815263 0.01624661
  0.005133251 0.01522504
  0.00449338 0.01421138
  0.003893889 0.01320514
  0.003334864 0.01220578
  0.002817555 0.01121302
  0.002343117 0.010227
  0.001912508 0.009248185
  0.001526425 0.008277253
  0.001185266 0.007315038
  0.0008890825 0.006362541
  0.0006373214 0.005421482
  0.0004288499 0.004492995
  0.0002623903 0.003576899
  0.0001368053 0.002672018
  5.129824e-05 0.001776414
  5.569308e-06 0.0008875106
  -3.548884e-08 2.119337e-06
  3.537574e-05 -0.0008834188
  0.0001125292 -0.001772116
  0.0002327237 -0.002666061
  0.0003979716 -0.003566482
  0.0006108624 -0.004473644
  0.0008743823 -0.005386627
  0.00119161 -0.00630305
  0.001564023 -0.007220156
  0.001990727 -0.00813636
  0.002470257 -0.009050308
  0.003000778 -0.009960814
  0.003580156 -0.01086692
