OAF095 AIRFOIL
  0.0009451768 -0.004286941
  0.001312299 -0.00506307
  0.001745683 -0.005837193
  0.002244517 -0.00660734
  0.002807154 -0.007371814
  0.00343123 -0.008129347
  0.004113886 -0.008879281
  0.004854058 -0.009621881
  0.005654829 -0.01035815
  0.00652002 -0.01108919
  0.007453607 -0.01181613
  0.008459476 -0.01254008
  0.009541131 -0.01326207
  0.01070323 -0.01398238
  0.01195186 -0.01470096
  0.01329349 -0.01541799
  0.01473497 -0.01613406
  0.01628357 -0.01685044
  0.01794856 -0.01756823
  0.01974222 -0.01828769
  0.0216781 -0.0190092
  0.0237706 -0.01973357
  0.02603459 -0.02046213
  0.02848655 -0.02119452
  0.03114374 -0.02192896
  0.0340225 -0.02266366
  0.03713747 -0.02339716
  0.04050201 -0.02412562
  0.04412551 -0.02484256
  0.04801105 -0.02554112
  0.05215635 -0.02621417
  0.05655438 -0.02685254
  0.06119342 -0.02744733
  0.06606215 -0.02799166
  0.07115079 -0.02848162
  0.07644503 -0.02891556
  0.08192579 -0.02929377
  0.08757118 -0.02961617
  0.09335719 -0.02988319
  0.09925932 -0.03009695
  0.1052545 -0.03025778
  0.111321 -0.03036471
  0.1174387 -0.03041763
  0.1235926 -0.03041607
  0.1297793 -0.03035868
  0.1360103 -0.03024378
  0.1423121 -0.03007121
  0.1487095 -0.02984801
  0.1552075 -0.02958388
  0.161785 -0.02929013
  0.1684025 -0.02897194
  0.1750296 -0.02862865
  0.1816547 -0.0282588
  0.1882841 -0.02786077
  0.1949297 -0.02743506
  0.2015985 -0.02698289
  0.208291 -0.02650589
  0.2150023 -0.02600573
  0.2217271 -0.02548356
  0.2284627 -0.02494035
  0.2352089 -0.0243769
  0.2419674 -0.02379401
  0.2487401 -0.02319263
  0.2555279 -0.02257383
  0.262331 -0.02193874
  0.2691488 -0.02128851
  0.2759807 -0.02062426
  0.2828262 -0.01994713
  0.2896846 -0.01925824
  0.2965559 -0.0185587
  0.3034397 -0.01784952
  0.3103362 -0.01713172
  0.3172457 -0.01640627
  0.3241685 -0.01567419
  0.3311044 -0.01493658
  0.3380517 -0.01419469
  0.3450071 -0.01344996
  0.3519663 -0.01270394
  0.3589246 -0.01195813
  0.3658782 -0.01121386
  0.3728247 -0.01047233
  0.3797631 -0.009734612
  0.3866929 -0.009001575
  0.3936141 -0.008274009
  0.4005268 -0.007552686
  0.4074309 -0.00683837
  0.4143267 -0.006131786
  0.4212141 -0.005433596
  0.4280936 -0.004744435
  0.4349655 -0.004064924
  0.4418303 -0.003395665
  0.4486884 -0.002737163
  0.4555404 -0.002089871
  0.4623868 -0.001454244
  0.4692277 -0.0008307413
  0.4760635 -0.000219805
  0.4828946 0.0003781902
  0.4897212 0.0009628879
  0.4965439 0.001533937
  0.5033631 0.002090994
  0.5101793 0.002633796
  0.516993 0.003162153
  0.5238045 0.003675868
  0.530614 0.004174732
  0.5374215 0.004658532
  0.5442272 0.005127075
  0.5510312 0.005580184
  0.5578337 0.006017685
  0.5646352 0.006439413
  0.5714361 0.006845257
  0.5782369 0.007235197
  0.5850378 0.007609211
  0.5918389 0.007967268
  0.5986404 0.008309329
  0.6054421 0.008635361
  0.6122441 0.008945339
  0.6190464 0.009239239
  0.6258494 0.009517043
  0.6326532 0.009778755
  0.639458 0.01002443
  0.646264 0.01025413
  0.6530709 0.0104679
  0.6598785 0.01066579
  0.6666866 0.01084777
  0.6734949 0.01101384
  0.6803034 0.01116397
  0.6871123 0.01129813
  0.6939217 0.01141635
  0.7007318 0.01151867
  0.7075424 0.01160516
  0.7143531 0.01167586
  0.7211636 0.01173078
  0.7279733 0.01176983
  0.7347817 0.01179293
  0.7415886 0.01179998
  0.7483937 0.0117909
  0.7551968 0.01176555
  0.7619976 0.01172379
  0.7687955 0.01166549
  0.7755901 0.0115905
  0.7823807 0.01149856
  0.7891668 0.01138939
  0.7959477 0.01126275
  0.802723 0.01111833
  0.8094918 0.01095574
  0.8162536 0.01077459
  0.8230076 0.0105745
  0.8297527 0.01035498
  0.8364883 0.01011547
  0.8432132 0.009855399
  0.8499265 0.00957419
  0.8566273 0.009271106
  0.8633145 0.008945409
  0.8699875 0.008596364
  0.8766453 0.008223207
  0.8832867 0.007825183
  0.8899103 0.007401566
  0.8965142 0.006951532
  0.9030959 0.006474259
  0.9096521 0.005968999
  0.9161789 0.005434783
  0.9226728 0.004870577
  0.92913 0.004275583
  0.935544 0.003649767
  0.9419033 0.002993811
  0.9481923 0.00230855
  0.954392 0.001595187
  0.9604797 0.0008563735
  0.9664228 9.734032e-05
  0.9721798 -0.0006750274
  0.977705 -0.001452923
  0.9829535 -0.002226357
  0.9878811 -0.002983387
  0.9924537 -0.00371429
  0.9966549 -0.004411854
  1.0 -0.004984
