NACA 65(2)-215
  1.0 0.0
  0.9966984 0.0004334179
  0.9927233 0.0009664607
  0.9885534 0.001538817
  0.984172 0.00215477
  0.9795619 0.00281902
  0.974706 0.003536613
  0.9695888 0.004312768
  0.9641983 0.005152568
  0.9585287 0.006060444
  0.9525847 0.007039419
  0.9463852 0.008090033
  0.9399648 0.009208268
  0.9333678 0.01038623
  0.9266419 0.01161411
  0.9198326 0.01288142
  0.912977 0.01417829
  0.9061004 0.01549659
  0.8992139 0.01683059
  0.8923148 0.01817777
  0.8853962 0.01953816
  0.8784525 0.0209117
  0.8714806 0.02229794
  0.8644794 0.02369591
  0.8574502 0.0251042
  0.8503967 0.02652082
  0.8433253 0.02794333
  0.8362431 0.02936937
  0.8291566 0.03079678
  0.8220711 0.03222361
  0.8149908 0.03364811
  0.8079191 0.03506879
  0.8008579 0.03648437
  0.7938083 0.03789378
  0.7867705 0.03929599
  0.7797447 0.04069005
  0.7727306 0.04207504
  0.7657277 0.0434501
  0.7587353 0.04481445
  0.7517524 0.04616735
  0.744778 0.04750813
  0.7378109 0.04883644
  0.7308502 0.05015201
  0.723895 0.05145453
  0.7169451 0.05274363
  0.7099999 0.05401894
  0.7030594 0.05528003
  0.6961236 0.05652643
  0.6891927 0.05775754
  0.6822673 0.05897264
  0.675348 0.06017097
  0.6684358 0.06135176
  0.6615319 0.06251419
  0.6546376 0.06365745
  0.6477546 0.06478069
  0.6408845 0.06588288
  0.6340283 0.06696276
  0.6271866 0.06801924
  0.620359 0.06905132
  0.6135444 0.07005815
  0.6067413 0.07103895
  0.5999473 0.07199303
  0.5931596 0.07291992
  0.5863759 0.07381956
  0.5795947 0.0746918
  0.5728157 0.07553636
  0.5660395 0.07635282
  0.5592676 0.07714069
  0.5525026 0.07789938
  0.5457479 0.0786282
  0.5390072 0.07932589
  0.532283 0.07999097
  0.5255765 0.08062217
  0.5188876 0.08121835
  0.5122149 0.08177853
  0.5055557 0.08230179
  0.4989061 0.08278726
  0.4922615 0.08323452
  0.4856174 0.08364411
  0.4789702 0.08401659
  0.4723175 0.08435237
  0.4656576 0.08465179
  0.4589902 0.08491509
  0.4523155 0.08514246
  0.4456352 0.08533409
  0.4389511 0.08549007
  0.4322647 0.08561047
  0.4255769 0.08569538
  0.4188874 0.08574492
  0.4121955 0.0857592
  0.4054996 0.08573831
  0.3987972 0.08568227
  0.3920853 0.08559129
  0.3853608 0.08546616
  0.3786218 0.08530774
  0.3718675 0.08511693
  0.3650979 0.08489464
  0.3583145 0.08464185
  0.3515197 0.08435964
  0.3447172 0.0840491
  0.3379114 0.08371062
  0.331106 0.08334408
  0.3243041 0.08294936
  0.317508 0.08252637
  0.3107191 0.08207495
  0.3039381 0.08159497
  0.2971649 0.0810862
  0.2903987 0.08054839
  0.2836389 0.07998134
  0.276885 0.07938484
  0.2701367 0.07875869
  0.2633944 0.07810275
  0.2566584 0.07741689
  0.2499295 0.07670101
  0.2432088 0.07595505
  0.2364976 0.07517873
  0.2297972 0.07437173
  0.2231088 0.07353373
  0.2164338 0.07266445
  0.2097733 0.07176362
  0.2031286 0.07083098
  0.1965008 0.0698663
  0.1898911 0.06886921
  0.1833011 0.06783905
  0.1767324 0.06677525
  0.1701869 0.06567731
  0.1636668 0.0645448
  0.1571744 0.06337742
  0.1507121 0.06217495
  0.1442827 0.06093723
  0.1378896 0.05966355
  0.1315374 0.05835308
  0.1252319 0.05700538
  0.1189796 0.05562042
  0.1127878 0.05419862
  0.1066643 0.05274083
  0.1006171 0.05124832
  0.09465451 0.04972274
  0.08878913 0.04816658
  0.08304533 0.0465857
  0.07745666 0.04498993
  0.07205998 0.04339176
  0.0668887 0.04180295
  0.06196316 0.04023036
  0.05728847 0.03867772
  0.05285921 0.03714669
  0.04866364 0.03563745
