AS5048 (18%)
  0.6609541 -0.05144604
  0.6684317 -0.04990854
  0.6759052 -0.04837095
  0.6833556 -0.04684383
  0.6907731 -0.04533574
  0.6981566 -0.04385322
  0.7055123 -0.04239993
  0.7128488 -0.04097572
  0.7201744 -0.03957999
  0.727497 -0.03821231
  0.7348245 -0.03687238
  0.7421646 -0.03555943
  0.7495233 -0.03427109
  0.7569042 -0.03300508
  0.7643084 -0.03175956
  0.7717348 -0.03053308
  0.7791798 -0.02932493
  0.7866389 -0.02813538
  0.7941077 -0.02696476
  0.8015818 -0.02581335
  0.809057 -0.02468142
  0.8165295 -0.02356974
  0.8239969 -0.02247941
  0.8314584 -0.02141126
  0.838915 -0.02036589
  0.8463687 -0.01934342
  0.8538205 -0.01834336
  0.8612692 -0.01736541
  0.868711 -0.01640958
  0.8761398 -0.01547567
  0.8835473 -0.01456233
  0.8909234 -0.0136681
  0.8982566 -0.01279172
  0.9055293 -0.01193397
  0.9126955 -0.01110067
  0.9196795 -0.01030086
  0.926395 -0.009539373
  0.9327948 -0.00879232
  0.9389 -0.008027306
  0.9447711 -0.007214923
  0.9504695 -0.006345966
  0.9560028 -0.005435306
  0.9613268 -0.004505919
  0.9663844 -0.003600799
  0.9711708 -0.002781727
  0.9757284 -0.002088544
  0.9801169 -0.001543233
  0.9843803 -0.001150218
  0.9885355 -0.0009121373
  0.9925824 -0.0008455596
  0.9965461 -0.001033804
  1.0 -0.00149
